Site LOC ID,Name,Description,Municipality,County,DEC Region,Basin,Latitude,Longitude,HUC 8,Last Year Sampled,Georeference
13-ROND_T18-0.2,North Peters Kill,"access at Lucas pt. @41.79599, -74.210651",Rochester,Ulster,3,13,41.796212,-74.21083,2020007,2022,POINT (-74.21083 41.796212)
14-TRUT-1.4,Trout Creek,east off cr 27.,Tompkins,Delaware,4,14,42.17694,-75.27888,2040101,2015,POINT (-75.27888 42.17694)
03-STNE-2.4,Stony Creek,at rte 3 bridge.,Henderson,Jefferson,6,3,43.83716,-76.19967,4140102,2012,POINT (-76.19967 43.83716)
04-MCMI_S-0.7,South Mcmillan Creek,20 m upstream of east lake rd. bridge.,Conesus,Livingston,8,4,42.72172,-77.70262,4130003,2009,POINT (-77.70262 42.72172)
13-RUTG-13.7,Silver Stream,at mandys rd. overpass. downstream of greenville boundary.,Minisink,Orange,3,13,41.33115,-74.586733,2020007,2012,POINT (-74.586733 41.33115)
13-SPRO-10.6,Sprout Creek,100 m above todd hill rd.,La Grange,Dutchess,3,13,41.65889,-73.79889,2020008,2002,POINT (-73.79889 41.65889)
14-TENR-6.0,Tenmile River,50 m below hoffman rd. bridge.,Tusten,Sullivan,3,14,41.63055,-74.99861,2040101,2009,POINT (-74.99861 41.63055)
01-NIAG-20.4,Niagara River,just above little niagara river.,Niagara Falls,Niagara,9,1,43.06842,-78.94927,4120104,2020,POINT (-78.94927 43.06842)
13-FISH-29.8,Fishkill Creek,"cr 21 at first bridge
















































































clove valley creek; really fishkill ck.",Union Vale,Dutchess,3,13,41.65693,-73.68593,2020008,2007,POINT (-73.68593 41.65693)
11-TOMH-0.1,Tomhannock Creek,30 m above the confluence with hoosic river. rte. 67 bridge.,Schaghticoke,Rensselaer,4,11,42.9012,-73.63789,2020003,2007,POINT (-73.63789 42.9012)
14-WDEL_T33-0.4,Unnamed Tributary To West Branch Delaware River,100 m off walton mtn. rd.,Walton,Delaware,4,14,42.15043,-75.18153,2040101,2009,POINT (-75.18153 42.15043)
15-HACK_E-1.5,East Branch Hackensack River,20 m upstream of svahn drive.,Clarkstown,Rockland,3,15,41.13114,-73.95028,2030103,2017,POINT (-73.95028 41.13114)
13-BEDF-1.6,Stone Hill River Trib,haines rd; above sawmill entrance.,Bedford,Westchester,3,13,41.23806,-73.70222,2030101,2001,POINT (-73.70222 41.23806)
04-DICE-0.7,Canadice Outlet,at rt. 15a bridge.,Livonia,Livingston,8,4,42.78337,-77.60574,4130003,1999,POINT (-77.60574 42.78337)
17-BLND-6.8,Blind Brook,lincoln rd; 150 m south of hutchinson river pkwy.,Harrison,Westchester,3,17,41.02222,-73.69499,1100006,2008,POINT (-73.69499 41.02222)
13-SAWK-0.1,Sawkill Creek,at annandale rd. bridge.,Red Hook,Dutchess,3,13,42.01722,-73.91777,2020006,2007,POINT (-73.91777 42.01722)
08-CROO-3.0,Crooked Creek,"after confluence with yellow creek, ten mile crossing rd.",Greig,Lewis,6,8,43.7583,-75.1775,4150101,2022,POINT (-75.1775 43.7583)
16-STBK-0.1,Stony Brook,cr 24 at blaze orange stone bridge.,Dover,Dutchess,3,16,41.71054,-73.62211,1100005,2007,POINT (-73.62211 41.71054)
03-JOHN-9.1,Johnson Creek,30 m upstream of blood rd. bridge.,Yates,Orleans,8,3,43.33528,-78.35907,4130001,2020,POINT (-78.35907 43.33528)
07-ONON-18.2,Onondaga Creek,50 m below webster rd. bridge.,La Fayette,Onondaga,7,7,42.8825,-76.15419,4140201,2008,POINT (-76.15419 42.8825)
12-HALE-4.9,Hale Creek,0.25 miles above hale creek field station.,Johnstown,Fulton,5,12,43.03417,-74.29889,2020004,2005,POINT (-74.29889 43.03417)
12-MOHK-123.4,Mohawk River,200 m above e. bloomfield st. bridge.,Rome,Oneida,6,12,43.21139,-75.43945,2020004,2000,POINT (-75.43945 43.21139)
07-SNDR_T3-0.1,Unnamed Tributary To Sanders Creek,kinne st.; 50yds above confluence.,De Witt,Onondaga,7,7,43.08611,-76.07888,4140201,2002,POINT (-76.07888 43.08611)
05-STEP-5.0,Stephens Creek,Stephens rd crossing,Howard,Steuben,8,5,42.327407,-77.535031,2050104,2022,POINT (-77.535031 42.327407)
06-BOWM-3.6,Bowman Creek,end of livingston rd.,Smithville,Chenango,7,6,42.42639,-75.66639,2050102,2008,POINT (-75.66639 42.42639)
13-FURN-1.6,Furnace Brook,furnace dock rd. at pulloff.,Cortlandt,Westchester,3,13,41.23195,-73.90388,2030101,2002,POINT (-73.90388 41.23195)
13-QBRC-0.7,Queensboro Creek,10 m above seven lakes drive bridge.,Woodbury,Orange,3,13,41.3022,-74.0386,2020008,2007,POINT (-74.0386 41.3022)
06-MLBO-0.3,Mill Brook,n/a,Oxford,Chenango,7,6,42.4289,-75.62375,2050102,2008,POINT (-75.62375 42.4289)
09-ALDM-0.8,Alder Meadow Brook,cook rd. bridge half mile from colton parishville rd.,Parishville,St. Lawrence,6,9,44.619304,-74.843002,4150306,2019,POINT (-74.843002 44.619304)
06-PIER-0.3,Pierce Creek,70 m below beldon rd. bridge.,Binghamton,Broome,7,6,42.09945,-75.89028,2050101,2003,POINT (-75.89028 42.09945)
12-SCOR-0.4,Unnamed Tributary To Schoharie Reservoir,sr 30.,Gilboa,Schoharie,4,12,42.3843,-74.460628,2020005,2015,POINT (-74.460628 42.3843)
01-CAZE_W-0.6,West Branch Cazenovia Creek,at jewett holmwood rd. bridge.,Aurora,Erie,9,1,42.75429,-78.6514,4120103,2020,POINT (-78.6514 42.75429)
10-SABL_E-0.4,East Branch Ausable River,200 m below co. rt. 9r bridge.,Jay,Essex,5,10,44.43778,-73.67805,4150404,2008,POINT (-73.67805 44.43778)
11-WDWAS-4.4,Dwaas Kill,300 m west off pierce rd.,Clifton Park,Saratoga,5,11,42.894,-73.7911,2020003,2021,POINT (-73.7911 42.894)
11-WALL-1.5,Walloomsac River,100 m above rt. 22 bridge.,Hoosick,Rensselaer,4,11,42.92611,-73.34361,2020003,2021,POINT (-73.34361 42.92611)
13-LPNAM-0.0,Putnam Lake,n/a,Patterson,Putnam,3,13,41.461813,-73.54219,2030101,2021,POINT (-73.54219 41.461813)
13-WALK-9.8,Wallkill River,(multiplate) upstream of new paltz golf course. boat launch upstream of rte 209 at 41.743779 / -74.092916.,Lloyd,Ulster,3,13,41.765737,-74.092973,2020007,2019,POINT (-74.092973 41.765737)
13-MONH-3.5,Monhagen Brook,50 m below dolsontown rd. bridge.0.5 mi. below stp.,Wawayanda,Orange,3,13,41.42194,-74.42778,2020007,2004,POINT (-74.42778 41.42194)
03-FOMI-0.8,Fourmile Creek,40 m above rte 18 bridge at 4-mi ck park.,Porter,Niagara,9,3,43.26778,-79.00386,4130001,2015,POINT (-79.00386 43.26778)
09-FSCR-9.2,Fish Creek,at rt 184 bridge.,De Peyster,St. Lawrence,6,9,44.542629,-75.47932,4150303,2019,POINT (-75.47932 44.542629)
05-WHIS-2.2,Whisky Creek,just below whisky creek rd.,Corning,Steuben,8,5,42.0997,-77.0407,2050105,2022,POINT (-77.0407 42.0997)
13-STNY-10.0,Stoney Creek,Upstream of Scism rd,Red Hook,Dutchess,3,13,42.043497,-73.854239,2020006,2022,POINT (-73.854239 42.043497)
02-GVAL-12.3,Great Valley Creek,100 m below martha rd. bridge.,Ellicottville,Cattaraugus,9,2,42.27383,-78.66966,5010001,2021,POINT (-78.66966 42.27383)
14-NEVR-39.6,Lower Neversink River,50 m above hasbrouck a rd. bridge.,Fallsburg,Sullivan,3,14,41.7893,-74.6158,2040104,2006,POINT (-74.6158 41.7893)
11-SCHY-1.2,Schuyler Creek,hillside trailer park. 20 m below effluent trib.,Stillwater,Saratoga,5,11,42.94389,-73.67306,2020003,2003,POINT (-73.67306 42.94389)
13-WOOD_T6-0.4,Unnamed Tributary To Woodbury Creek,below hazzard rd.,Woodbury,Orange,3,13,41.3561,-74.1179,2020008,2007,POINT (-74.1179 41.3561)
09-RAQU-44.2,Raquette River,lenny rd. pull-off; 0.4 miles east of russell tpke. at canoe launch trail.,Parishville,St. Lawrence,6,9,44.58528,-74.95222,4150305,2014,POINT (-74.95222 44.58528)
07-VIRG-3.5,Virgil Creek,below springhouse rd. bridge.,Dryden,Tompkins,7,7,42.49389,-76.31333,4140201,2005,POINT (-76.31333 42.49389)
05-WANE_T5-0.5,Unnamed Tributary To Waneta Lake,at county rte 25 bridge.,Tyrone,Schuyler,8,5,42.471559,-77.09818,2050105,2017,POINT (-77.09818 42.471559)
01-TWEN-0.4,Twentymile Creek,10 m above rte 5 bridge.,North East (PA),North East (PA),9,1,42.26056,-79.77917,4120101,2005,POINT (-79.77917 42.26056)
13-RIOG-0.7,Rio Grande,at 6 1/2 station rd. overpass. downstream of village of goshen.,Goshen,Orange,3,13,41.40115,-74.359233,2020007,2018,POINT (-74.359233 41.40115)
13-POCH-1.8,Pochuck Creek,transport ln off coutny route 1. access behind barn next to calf pen. follow pen om the left side and access river from behind.,Warwick,Orange,3,13,41.300423,-74.47224,2020007,2019,POINT (-74.47224 41.300423)
10-SABL_W-14.2,West Branch Ausable River,150 m above bridge off rte. 86.,Wilmington,Essex,5,10,44.35139,-73.86222,4150404,1989,POINT (-73.86222 44.35139)
08-KNTC-0.4,Kent Creek,15 m below lachausse/hays rd. bridge.,Boonville,Oneida,6,8,43.4808,-75.2653,4150101,2022,POINT (-75.2653 43.4808)
05-BWIN-9.5,Baldwin Creek,olin rd crossing,Baldwin,Chemung,8,5,42.127712,-76.704839,2050105,2022,POINT (-76.704839 42.127712)
11-BATT-45.6,Batten Kill,off riverbend rd; walk 50 m above lye bk confluence.,Manchester Center (VT),Manchester Center (VT),0,11,43.14583,-73.05972,2020003,2001,POINT (-73.05972 43.14583)
13-ROND-55.5,Rondout Creek,above buttermilk creek.,Denning,Ulster,3,13,41.92306,-74.4136,2020007,1991,POINT (-74.4136 41.92306)
04-NUND-0.8,Chenunda Creek,sr 19; 200 m above bridge.,Wellsville,Allegany,9,4,42.08896,-77.91953,4130002,2004,POINT (-77.91953 42.08896)
01-SGUE-0.1,Sprague Brook,rte 240 bridge.,Concord,Erie,9,1,42.59495,-78.64953,4120103,2005,POINT (-78.64953 42.59495)
10-RAYB-3.9,Ray Brook,off rte 86.,North Elba,Essex,5,10,44.29361,-74.06972,4150406,2003,POINT (-74.06972 44.29361)
13-LGUN-0.4,Little Shawangunk Kill,5 m above timothy collard rd. bridge.,Wallkill,Orange,3,13,41.50917,-74.46721,2020007,2002,POINT (-74.46721 41.50917)
17-DAVI-1.2,Davis Brook (trib To Bronx River),lakeview ave bridge.,Mount Pleasant,Westchester,3,17,41.08295,-73.78325,2030102,2008,POINT (-73.78325 41.08295)
06-NANG_W-0.3,West Branch Chenango River,200 m above hart rd. bridge.,Eaton,Madison,7,6,42.884058,-75.638408,2050102,2018,POINT (-75.638408 42.884058)
04-CONE-9.5,Conesus Lake Outlet,sampled 100 m below wwtf effluent. at point of full mixing.,Livonia,Livingston,8,4,42.847485,-77.712475,4130003,2014,POINT (-77.712475 42.847485)
13-DWAR-2.0,Dwaar Kill,10 m above bates rd. bridge.,Shawangunk,Ulster,3,13,41.62444,-74.19945,2020007,2019,POINT (-74.19945 41.62444)
12-SAUQ-6.8,Sauquoit Creek,50 m above rr bridge; 100 m above rt. 8 bridge.,New Hartford,Oneida,6,12,43.04722,-75.27638,2020004,1995,POINT (-75.27638 43.04722)
07-CARP-2.1,Carpenters Brook,peru rd. bridge; 60 m upstream.,Elbridge,Onondaga,7,7,43.07195,-76.42139,4140201,2001,POINT (-76.42139 43.07195)
10-SABL_W_T27-0.1,Unnamed Tributary To West Branch Ausable River,downstream of sr 86. abrasive stream 1; ds.,North Elba,Essex,5,10,44.304024,-73.92061,4150404,2019,POINT (-73.92061 44.304024)
05-COHO-1.5,Cohocton River,canada rd. kinsella pk. behind cinderella softball field.,Erwin,Steuben,8,5,42.16862,-77.106184,2050105,2022,POINT (-77.106184 42.16862)
13-DRAK-0.1,Drake Brook,75 m below sr 44 bridge.,Pleasant Valley,Dutchess,3,13,41.74786,-73.81528,2020008,2007,POINT (-73.81528 41.74786)
13-PETK-6.1,Peters Kill,just inside park entrance. 50 m above bridge next to awosting falls carriageway.,Rochester,Ulster,3,13,41.73412,-74.23907,2020007,2017,POINT (-74.23907 41.73412)
07-ONON-5.9,Onondaga Creek,just downstream of rte 173 bridge.,Syracuse,Onondaga,7,7,43.00188,-76.1493,4140201,2008,POINT (-76.1493 43.00188)
13-GUNK-20.8,Shawangunk Kill,larson. bronner rd.,Mamakating,Orange,3,13,41.5789,-74.3959,2020007,2007,POINT (-74.3959 41.5789)
17-BRNX-2.8,Bronx River,immediately downstream of 182nd st. dam in tail race.,New York,Bronx,2,17,40.843223,-73.87668,2030102,2014,POINT (-73.87668 40.843223)
06-LNAN-1.1,Little Nanticoke Creek,25 m upstream of rte 17c bridge.,Owego,Tioga,7,6,42.0925,-76.2175,2050103,2003,POINT (-76.2175 42.0925)
11-BROB-0.3,Browns Brook,rte. 12/cedar river rd. bridge.,Indian Lake,Hamilton,5,11,43.783,-74.427,2020001,2021,POINT (-74.427 43.783)
09-PARK-0.3,Parkhurst Brook,30 m below rt 56 bridge.,Potsdam,St. Lawrence,6,9,44.65278,-74.97111,4150305,2015,POINT (-74.97111 44.65278)
13-THOP-0.1,Thorp Creek,100 m below rte 67a.,Durham,Greene,4,13,42.36803,-74.08258,2020006,2007,POINT (-74.08258 42.36803)
10-HALF_T22-0.1,Unnamed Tributary To Halfway Creek,"just above confluence with halfway ck.
















































































20 m downstream of glenwood rd. bridge.",Queensbury,Warren,5,10,43.33222,-73.66139,4150401,2001,POINT (-73.66139 43.33222)
10-ENBR-0.7,English Brook,5 m below rt. 9 bridge.,Lake George,Warren,5,10,43.43639,-73.71917,4150408,2013,POINT (-73.71917 43.43639)
06-SOUB-1.2,South Branch,30 m above owl creek rd. bridge.,Spencer,Tioga,7,6,42.20861,-76.45167,2050103,2003,POINT (-76.45167 42.20861)
02-ISCH-6.1,Ischua Creek,5 m below old dutch hill rd. bridge.,Ischua,Cattaraugus,9,2,42.24292,-78.39759,5010001,1998,POINT (-78.39759 42.24292)
12-VAND-0.3,Van Deusen Brook,10 m below mill rd. bridge.,Cherry Valley,Otsego,4,12,42.83722,-74.68693,2020004,1995,POINT (-74.68693 42.83722)
07-RIBR-0.1,Rice Creek,Otisco Valley Rd crossing,Otisco,Onondaga,7,7,42.851857,-76.258766,4140201,2022,POINT (-76.258766 42.851857)
03-ORCH-9.3,Oak Orchard Creek,100 m below town line rd. bridge.,Ridgeway,Orleans,8,3,43.30103,-78.30943,4130001,2020,POINT (-78.30943 43.30103)
01-ELLI-33.8,Ellicott Creek,5 m below crittenden rd. bridge.,Alden,Erie,9,1,42.91417,-78.49389,4120104,2005,POINT (-78.49389 42.91417)
13-NRTH-0.3,North Lake Outlet,15 m below stp discharge.,Hunter,Greene,4,13,42.19472,-74.05639,2020006,1990,POINT (-74.05639 42.19472)
01-PION-0.9,Unnamed Tributary To Lake Erie,herr rd.,Evans,Erie,9,1,42.631012,-79.073093,4120103,2015,POINT (-79.073093 42.631012)
04-BLAK-36.4,Black Creek,upstream of thruway at end of dead end (morganville rd.) walk down gated path.,Stafford,Genesee,8,4,43.01557,-78.08019,4130003,2012,POINT (-78.08019 43.01557)
10-TROK-0.1,Trout Brook,lord howe st. under bridge at confl w/lachute.,Ticonderoga,Essex,5,10,43.84444,-73.43306,4150408,2003,POINT (-73.43306 43.84444)
04-JCOX_S-3.7,Unnamed Tributary To South Fork Jaycox Creek,downstream of reservoir rd.,Geneseo,Livingston,8,4,42.794639,-77.770032,4130003,2019,POINT (-77.770032 42.794639)
05-DRYR-2.4,Dry Run,350 meters upstream of pine acres rd.,Southport,Chemung,8,5,42.05207,-76.89672,2050105,2012,POINT (-76.89672 42.05207)
03-SNDY_W-0.5,West Branch Sandy Creek,hulberton rd. 20 m below bridge.,Murray,Orleans,8,3,43.275,-78.05695,4130001,2006,POINT (-78.05695 43.275)
06-GREA-0.7,Great Brook,at rte 8 bridge.,New Berlin,Chenango,7,6,42.51889,-75.39888,2050101,2008,POINT (-75.39888 42.51889)
10-HALF-1.4,Halfway Creek,50 m below co. rt. 16 bridge.,Fort Ann,Washington,5,10,43.42667,-73.49722,4150401,2019,POINT (-73.49722 43.42667)
13-SILS-0.4,Silver Stream,knox headquarters.,New Windsor,Orange,3,13,41.45444,-74.05028,2020008,2012,POINT (-74.05028 41.45444)
09-GTCH-93.9,Oswegatchie River,1/2 mi. above bridge at hamlet of scotts bridge.,Fine,St. Lawrence,6,9,44.23167,-75.08888,4150302,2009,POINT (-75.08888 44.23167)
10-HOLC-0.2,Holcomb Brook,reference.,North Elba,Essex,5,10,44.286867,-73.93226,4150404,2019,POINT (-73.93226 44.286867)
10-DART-0.1,Dart Brook,off hulls falls rd. just above confluence with east branch ausable river.,Keene,Essex,5,10,44.256252,-73.79383,4150404,2018,POINT (-73.79383 44.256252)
12-SCHO-1.5,Schoharie Creek,0.5 mi. above thruway bridge; behind billboards.,Florida,Montgomery,4,12,42.92805,-74.28444,2020005,2016,POINT (-74.28444 42.92805)
10-WSBR-1.0,West Brook,off prospect hwy; 50 m below culvert.,Lake George,Warren,5,10,43.41195,-73.725,4150408,2013,POINT (-73.725 43.41195)
01-SILV_T8_1_1-1.0,Unnamed Trib to Silver Creek,Off Mosher Rd.,Perrysburg,Cattaraugus,9,1,42.449306,-79.047524,4120101,2020,POINT (-79.047524 42.449306)
06-HYDE-0.9,Hyder Creek,at sr 28 bridge.,Richfield,Otsego,4,6,42.8168,-75.01973,2050101,2008,POINT (-75.01973 42.8168)
11-SRUN-4.2,Spring Run,10 m above weibel ave bridge.,Saratoga Springs,Saratoga,5,11,43.08558,-73.74459,2020003,2008,POINT (-73.74459 43.08558)
09-LPLSN-0.0,Pleasant Lake,Access type is DEC hand launch?. http://www.dec.ny.gov/plealkmap.pdf.,Macomb,St Lawrence,6,9,44.388302,-75.603996,4150303,2016,POINT (-75.603996 44.388302)
13-GRSP-1.2,Great Spring Creek,20 m above cr 73.,Pleasant Valley,Dutchess,3,13,41.75611,-73.83055,2020008,2002,POINT (-73.83055 41.75611)
17-PECN-14.9,Peconic River,north street; turn left onto unnamed to rd. crossing.,Brookhaven,Suffolk,1,17,40.867433,-72.83841,2030202,2018,POINT (-72.83841 40.867433)
04-WILY-1.6,Wileyville Creek,10 m above co rt 124 bridge.,West Union,Steuben,8,4,42.02321,-77.72809,4130002,1999,POINT (-77.72809 42.02321)
02-TUNG-1.3,Tunungwant Creek,5 m below limestone run rd. bridge(aka river rd. br).,Carrollton,Cattaraugus,9,2,42.02327,-78.63329,5010001,2021,POINT (-78.63329 42.02327)
11-PATR-0.2,Patterson Brook,river rd. (up from buyce cross rd); above culvert.,Thurman,Warren,5,11,43.49445,-73.81166,2020001,2001,POINT (-73.81166 43.49445)
01-RUCK-0.7,Rush Creek,30 m above mile strip rd. culvert.,Hamburg,Erie,9,1,42.79305,-78.84068,4120103,2011,POINT (-78.84068 42.79305)
04-RAGA-9.3,Canaseraga Creek,at pioneer rd. bridge.,Groveland,Livingston,8,4,42.68074,-77.78448,4130002,2019,POINT (-77.78448 42.68074)
01-LIMO-4.6,Lime Lake Outlet,30 m above mill st. bridge at dec fishing access.,Yorkshire,Cattaraugus,9,1,42.48849,-78.48646,4120102,2015,POINT (-78.48646 42.48849)
16-WEBA-0.1,Webatuck Creek,10 m above sinpatch rd. bridge.,Amenia,Dutchess,3,16,41.78083,-73.55527,1100005,2002,POINT (-73.55527 41.78083)
04-BLAK_N_T1-1.1,North Branch Black Creek,at ladue rd.,Sweden,Monroe,8,4,43.149342,-77.981212,4130003,2019,POINT (-77.981212 43.149342)
14-KIAM-0.1,Kiamesha Creek,200 m above thompsonville rd. bridge.,Thompson,Sullivan,3,14,41.66945,-74.62583,2040104,2019,POINT (-74.62583 41.66945)
13-ROLF-8.5,Roeliff Jansen Kill,100 m below buckwheat lane bridge.,Clermont,Columbia,4,13,42.09945,-73.80999,2020006,2022,POINT (-73.80999 42.09945)
11-ADKS11_262-0.7,Unnamed Tributary To Piseco Lake Outlet,sr 8.,Lake Pleasant,Hamilton,5,11,43.43992,-74.46825,2020002,2021,POINT (-74.46825 43.43992)
08-BUCC-0.1,Buck Creek,access across from 7th lake boat launch site is upstream about 200 m next to usgs gaging station.,Inlet,Hamilton,5,8,43.7389,-74.7222,4150101,2022,POINT (-74.7222 43.7389)
06-USSQ-73.9,Upper Susquehanna River,300 m above rt. 17 bridge.,Windsor,Broome,7,6,42.07361,-75.63667,2050101,2003,POINT (-75.63667 42.07361)
06-OTGO-10.8,Otego Creek,downstream of county rte 11a. at first bend in river.,Laurens,Otsego,4,6,42.532129,-75.08407,2050101,2018,POINT (-75.08407 42.532129)
10-SAMN-4.2,Salmon River,50 m above salmon river rd. bridge.,Plattsburgh,Clinton,5,10,44.64056,-73.49499,4150408,2018,POINT (-73.49499 44.64056)
13-CATS-29.4,Catskill Creek,off rt. 145; 100 m below west winds diner.,Broome,Schoharie,4,13,42.47142,-74.24693,2020006,1997,POINT (-74.24693 42.47142)
01-TONA-39.8,Tonawanda Creek,"Off tonawanda creek Rd. Sample as low gradient and only if LG habitat present. Alternate site at 43.083180, -78.499397 if not accessible.",Royalton,Niagara,9,1,43.083181,-78.499397,4120104,2020,POINT (-78.499397 43.083181)
09-PLET-3.8,Pleasant Lake Stream,access off adk park rd.,Colton,St. Lawrence,6,9,44.329646,-74.893547,4150304,2019,POINT (-74.893547 44.329646)
11-KRMK-1.1,Kroma Kill,lohnes rd.,Stillwater,Saratoga,5,11,43.00834,-73.62083,2020003,2006,POINT (-73.62083 43.00834)
12-STLE-0.2,Steele Creek,clark st at dead end and power station.,German Flatts,Herkimer,6,12,43.0199,-75.04259,2020004,2016,POINT (-75.04259 43.0199)
09-SYLV-1.4,Sylvia Lake Outlet,5 m below sylvia lake rd. bridge.,Fowler,St. Lawrence,6,9,44.27389,-75.39138,4150302,2019,POINT (-75.39138 44.27389)
13-WHRT-0.3,Whortle Kill,5 m below rte 82.,East Fishkill,Dutchess,3,13,41.57697,-73.81541,2020008,2002,POINT (-73.81541 41.57697)
09-GTCH_T55-0.6,Unnamed Tributary To Oswegatchie River,cr 24.,Antwerp,Jefferson,6,9,44.283818,-75.602987,4150302,2014,POINT (-75.602987 44.283818)
02-BRLO_T2-1.0,Unnamed Tributary To Bear Creek,800 meters upstream of route 70/380.,Stockton,Chautauqua,9,2,42.276,-79.361,5010002,2021,POINT (-79.361 42.276)
13-BUSK-3.0,Bush Kill,cr 42. watson hollow rd.,Olive,Ulster,3,13,41.94952,-74.3192,2020006,2011,POINT (-74.3192 41.94952)
09-STLW-39.4,St. Lawrence River,buoy b113.,Lisbon,St. Lawrence,6,9,44.81586,-75.32202,4150310,1983,POINT (-75.32202 44.81586)
10-LMIRR-0.0,Mirror Lake,sampled in 2008 as part of lake biomonitoring pilot; composite.,North Elba,Essex,5,10,44.29131,-73.98299,4150404,2008,POINT (-73.98299 44.29131)
11-HOOS-34.6,Hoosic River,50 m north off rte 346 past rr tracks.,Petersburgh,Rensselaer,4,11,42.81515,-73.29768,2020003,2012,POINT (-73.29768 42.81515)
13-WALK-11.4,Wallkill River,DEC Fishing access on Plains Rd,Lloyd,Ulster,3,13,41.743152,-74.093074,2020007,2022,POINT (-74.093074 41.743152)
10-NSAR_T31-2.0,Unnamed Tributary To North Branch Saranac River,1.9 miles from north branch rd.,Franklin,Franklin,5,10,44.532379,-74.158709,4150406,2013,POINT (-74.158709 44.532379)
08-KLSY-2.0,Kelsey Creek,15 m below rte 37 bridge.,Pamelia,Jefferson,6,8,44.00555,-75.9025,4150101,2022,POINT (-75.9025 44.00555)
10-SENT-0.1,Sentinel Brook,reduced salt; ds of rd.,Wilmington,Essex,5,10,44.34922,-73.86702,4150404,2019,POINT (-73.86702 44.34922)
12-MCQU-0.4,Mcqueen Creek,20 m below rte 67 bridge.,Amsterdam,Montgomery,4,12,42.96139,-74.2411,2020004,2010,POINT (-74.2411 42.96139)
04-MARH_T13-1.9,Unnamed Tributary To Marsh Creek,salt peter rd.,West Union,Steuben,8,4,42.0453,-77.72059,4130002,2019,POINT (-77.72059 42.0453)
