State FIPS,County FIPS,County Name,Industry,Industry Title,Year,Reporting Units,Average Employment,Average Annual Wages,Total Wages,Average Weekly Wages
36,071,Orange,04,Manufacturing,1986,348,15055,19400,292070891,373.09
36,071,Orange,05,Transportation & Public Utilities,1986,256,6124,24879,152369033,478.44
36,071,Orange,06,Wholesale Trade,1986,393,5254,20787,109220127,399.75
36,071,Orange,07,Retail Trade,1986,1612,19934,11046,220186749,212.42
36,071,Orange,08,"Finance,  Insurance & Real Estate",1986,395,4052,17608,71341092,338.61
36,071,Orange,09,Services,1986,1993,32049,17444,559079072,335.47
36,071,Orange,10,Public Administration,1986,83,6398,19951,127645324,383.66
36,071,Orange,00,All Industries,1985,5811,90778,16495,1497414084,317.22
36,071,Orange,01,"Agriculture, Mining & Unclassified",1985,203,1500,11477,17215992,220.72
36,071,Orange,03,Construction,1985,706,3551,19169,68060454,368.63
36,071,Orange,04,Manufacturing,1985,364,15053,18777,282657578,361.10
36,071,Orange,05,Transportation & Public Utilities,1985,238,6006,24401,146561114,469.25
36,071,Orange,06,Wholesale Trade,1985,380,4835,19717,95331567,379.18
36,071,Orange,07,Retail Trade,1985,1560,18729,10307,193032871,198.20
36,071,Orange,08,"Finance,  Insurance & Real Estate",1985,380,3606,15921,57415598,306.18
36,071,Orange,09,Services,1985,1899,31081,16690,518730630,320.95
36,071,Orange,10,Public Administration,1985,81,6416,18455,118408280,354.91
36,071,Orange,00,All Industries,1984,5521,86233,15690,1352965933,301.72
36,071,Orange,01,"Agriculture, Mining & Unclassified",1984,224,1555,10714,16654858,206.04
36,071,Orange,03,Construction,1984,586,2944,18021,53057026,346.56
36,071,Orange,04,Manufacturing,1984,348,15215,17912,272524778,344.46
36,071,Orange,05,Transportation & Public Utilities,1984,240,6039,22986,138813845,442.03
36,071,Orange,06,Wholesale Trade,1984,353,4058,18288,74205392,351.69
36,071,Orange,07,Retail Trade,1984,1503,17443,9899,172672290,190.37
36,071,Orange,08,"Finance,  Insurance & Real Estate",1984,363,3311,15510,51348430,298.26
36,071,Orange,09,Services,1984,1823,29517,15739,464570498,302.67
36,071,Orange,10,Public Administration,1984,81,6152,17736,109118816,341.08
36,071,Orange,00,All Industries,1983,5334,81831,14803,1211300947,284.66
36,071,Orange,01,"Agriculture, Mining & Unclassified",1983,189,1625,9613,15615705,184.86
36,071,Orange,03,Construction,1983,540,2433,17824,43368034,342.76
36,071,Orange,04,Manufacturing,1983,338,14159,17109,242255974,329.03
36,071,Orange,05,Transportation & Public Utilities,1983,227,5843,21491,125566517,413.29
36,071,Orange,06,Wholesale Trade,1983,359,4010,17282,69291292,332.34
36,071,Orange,07,Retail Trade,1983,1482,15923,9516,151522402,183.00
36,071,Orange,08,"Finance,  Insurance & Real Estate",1983,370,3163,14762,46684584,283.88
36,071,Orange,09,Services,1983,1747,28227,14735,415918520,283.36
36,071,Orange,10,Public Administration,1983,82,6449,15674,101077919,301.43
36,071,Orange,00,All Industries,1982,5224,79936,13948,1114954472,268.23
36,071,Orange,01,"Agriculture, Mining & Unclassified",1982,181,1507,9764,14714346,187.77
36,071,Orange,03,Construction,1982,548,2211,16946,37464261,325.88
36,071,Orange,04,Manufacturing,1982,339,14522,16141,234408907,310.41
36,071,Orange,05,Transportation & Public Utilities,1982,235,5840,21108,123276537,405.93
36,071,Orange,06,Wholesale Trade,1982,347,3743,16398,61380146,315.34
36,071,Orange,07,Retail Trade,1982,1436,15172,8937,135591116,171.86
36,071,Orange,08,"Finance,  Insurance & Real Estate",1982,345,3103,13832,42913047,266.00
36,071,Orange,09,Services,1982,1711,27727,13622,377686464,261.96
36,071,Orange,10,Public Administration,1982,82,6111,14321,87519648,275.41
36,071,Orange,00,All Industries,1981,5220,80089,13083,1047825831,251.60
36,071,Orange,01,"Agriculture, Mining & Unclassified",1981,176,1475,8941,13184468,171.95
36,071,Orange,03,Construction,1981,560,2232,15426,34422608,296.65
36,071,Orange,04,Manufacturing,1981,324,15970,14726,235176858,283.19
36,071,Orange,05,Transportation & Public Utilities,1981,228,5871,19848,116536351,381.69
36,071,Orange,06,Wholesale Trade,1981,348,3512,16265,57116089,312.78
36,071,Orange,07,Retail Trade,1981,1477,14933,8759,130804047,168.45
36,071,Orange,08,"Finance,  Insurance & Real Estate",1981,343,3155,12782,40325402,245.80
36,071,Orange,09,Services,1981,1661,26992,12741,343920727,245.03
36,071,Orange,10,Public Administration,1981,103,5949,12832,76339281,246.77
36,071,Orange,00,All Industries,1980,5169,80211,12041,965800914,231.55
36,071,Orange,01,"Agriculture, Mining & Unclassified",1980,193,1352,9159,12378256,176.13
36,071,Orange,03,Construction,1980,597,2349,14272,33518035,274.45
36,071,Orange,04,Manufacturing,1980,322,16319,13624,222330677,262.00
36,071,Orange,05,Transportation & Public Utilities,1980,230,5636,18225,102717694,350.48
36,071,Orange,06,Wholesale Trade,1980,334,3188,14515,46279517,279.13
36,071,Orange,07,Retail Trade,1980,1468,15378,8106,124652400,155.89
36,071,Orange,08,"Finance,  Insurance & Real Estate",1980,343,3131,12011,37606983,230.98
36,071,Orange,09,Services,1980,1579,26567,11840,314555977,227.70
36,071,Orange,10,Public Administration,1980,103,6292,11405,71761375,219.33
36,071,Orange,00,All Industries,1979,5110,79425,11205,889923054,215.47
36,071,Orange,01,"Agriculture, Mining & Unclassified",1979,168,1237,8538,10563679,164.19
36,071,Orange,03,Construction,1979,619,2417,13203,31912772,253.91
36,071,Orange,04,Manufacturing,1979,333,17985,12540,225527949,241.15
36,071,Orange,05,Transportation & Public Utilities,1979,233,5656,16359,92528196,314.59
36,071,Orange,06,Wholesale Trade,1979,329,3017,13553,40887809,260.63
36,071,Orange,07,Retail Trade,1979,1436,14698,7881,115838288,151.56
36,071,Orange,08,"Finance,  Insurance & Real Estate",1979,334,3016,11359,34253902,218.45
36,071,Orange,09,Services,1979,1551,25577,10870,278032286,209.05
36,071,Orange,10,Public Administration,1979,107,5822,10371,60378173,199.44
36,071,Orange,00,All Industries,1978,5111,74858,10568,791071750,203.22
36,071,Orange,01,"Agriculture, Mining & Unclassified",1978,131,1131,7887,8919712,151.68
36,071,Orange,03,Construction,1978,626,2265,12256,27760445,235.69
36,071,Orange,04,Manufacturing,1978,330,16592,11741,194802055,225.78
36,071,Orange,05,Transportation & Public Utilities,1978,233,5102,15056,76820753,289.54
36,071,Orange,06,Wholesale Trade,1978,328,3273,12046,39430884,231.66
36,071,Orange,07,Retail Trade,1978,1493,14299,7282,104115802,140.03
36,071,Orange,08,"Finance,  Insurance & Real Estate",1978,344,2996,10535,31560713,202.60
36,071,Orange,09,Services,1978,1538,24130,10632,256556154,204.46
36,071,Orange,10,Public Administration,1978,88,5069,10082,51105232,193.88
36,071,Orange,00,All Industries,1977,4931,61477,9987,613994338,192.07
36,071,Orange,01,"Agriculture, Mining & Unclassified",1977,111,477,6952,3318788,133.68
36,071,Orange,03,Construction,1977,646,2320,12160,28212558,233.84
36,071,Orange,04,Manufacturing,1977,326,16074,11018,177097201,211.88
36,071,Orange,05,Transportation & Public Utilities,1977,225,4704,14265,67107219,274.32
36,071,Orange,06,Wholesale Trade,1977,321,3180,11518,36629640,221.50
36,071,Orange,07,Retail Trade,1977,1463,13800,6939,95755996,133.44
36,071,Orange,08,"Finance,  Insurance & Real Estate",1977,331,2897,9849,28532119,189.40
36,071,Orange,09,Services,1977,1490,16962,9598,162788171,184.57
36,071,Orange,10,Public Administration,1977,18,1062,13702,14552646,263.50
36,071,Orange,00,All Industries,1976,4885,59558,9370,558051910,180.19
36,071,Orange,01,"Agriculture, Mining & Unclassified",1976,111,441,7486,3302030,143.97
36,071,Orange,03,Construction,1976,663,2156,10782,23251343,207.35
36,071,Orange,04,Manufacturing,1976,344,16106,10158,163600738,195.34
36,071,Orange,05,Transportation & Public Utilities,1976,216,4466,13269,59264195,255.17
36,071,Orange,06,Wholesale Trade,1976,299,2959,11099,32844714,213.44
36,071,Orange,07,Retail Trade,1976,1461,13166,6816,89735860,131.08
36,071,Orange,08,"Finance,  Insurance & Real Estate",1976,323,2871,9706,27863940,186.65
36,071,Orange,09,Services,1976,1451,16791,8936,150051875,171.85
36,071,Orange,10,Public Administration,1976,17,602,13528,8137215,260.16
36,071,Orange,00,All Industries,1975,4816,59062,8896,525404534,171.07
36,071,Orange,01,"Agriculture, Mining & Unclassified",1975,109,461,7476,3448218,143.77
36,071,Orange,03,Construction,1975,728,2422,10520,25481971,202.31
36,071,Orange,04,Manufacturing,1975,337,15581,9641,150212031,185.40
36,071,Orange,05,Transportation & Public Utilities,1975,212,4460,12241,54590617,235.41
36,071,Orange,06,Wholesale Trade,1975,292,2753,10884,29962001,209.31
36,071,Orange,07,Retail Trade,1975,1412,13403,6383,85551029,122.75
36,071,Orange,08,"Finance,  Insurance & Real Estate",1975,321,3219,9013,29006980,173.32
36,071,Orange,09,Services,1975,1387,16110,8606,138643623,165.50
36,071,Orange,10,Public Administration,1975,18,654,13001,8508064,250.02
36,073,Orleans,00,All Industries,2000,756,11674,25704,300075100,494.31
36,073,Orleans,01,"Agriculture, Mining & Unclassified",2000,60,631,18732,11818098,360.22
36,073,Orleans,03,Construction,2000,80,314,29260,9190167,562.70
36,073,Orleans,04,Manufacturing,2000,45,1850,30660,56717975,589.61
36,073,Orleans,05,Transportation & Public Utilities,2000,47,366,28160,10301939,541.54
36,073,Orleans,06,Wholesale Trade,2000,31,185,29497,5469200,567.25
36,073,Orleans,07,Retail Trade,2000,194,1944,12123,23562189,233.14
36,073,Orleans,08,"Finance,  Insurance & Real Estate",2000,38,280,26049,7300325,500.95
36,073,Orleans,09,Services,2000,229,3878,24528,95123239,471.69
36,073,Orleans,10,Public Administration,2000,32,2226,36205,80591968,696.25
36,073,Orleans,00,All Industries,1999,767,11872,24907,295693627,478.98
36,073,Orleans,01,"Agriculture, Mining & Unclassified",1999,67,610,20071,12243460,385.99
36,073,Orleans,03,Construction,1999,76,330,29713,9802709,571.40
36,073,Orleans,04,Manufacturing,1999,45,1821,28332,51600322,544.85
36,073,Orleans,05,Transportation & Public Utilities,1999,47,369,29607,10927483,569.37
36,073,Orleans,06,Wholesale Trade,1999,33,190,32987,6264849,634.37
36,073,Orleans,07,Retail Trade,1999,197,1947,11703,22787106,225.06
36,073,Orleans,08,"Finance,  Insurance & Real Estate",1999,34,266,23590,6267072,453.65
36,073,Orleans,09,Services,1999,236,4065,24574,99893644,472.57
36,073,Orleans,10,Public Administration,1999,32,2274,33383,75906982,641.98
36,073,Orleans,00,All Industries,1998,760,11523,24268,279639058,466.69
36,073,Orleans,01,"Agriculture, Mining & Unclassified",1998,67,637,18559,11822108,356.90
36,073,Orleans,03,Construction,1998,73,298,31380,9343300,603.46
36,073,Orleans,04,Manufacturing,1998,47,1752,27717,48564233,533.01
36,073,Orleans,05,Transportation & Public Utilities,1998,47,334,32793,10966638,630.64
36,073,Orleans,06,Wholesale Trade,1998,30,183,29985,5492244,576.63
36,073,Orleans,07,Retail Trade,1998,196,1921,11511,22117936,221.37
36,073,Orleans,08,"Finance,  Insurance & Real Estate",1998,40,249,24736,6165465,475.69
36,073,Orleans,09,Services,1998,229,3934,23642,93009447,454.66
36,073,Orleans,10,Public Administration,1998,31,2214,32594,72157687,626.81
36,073,Orleans,00,All Industries,1997,768,11463,24239,277838023,466.13
36,073,Orleans,01,"Agriculture, Mining & Unclassified",1997,65,623,18414,11472125,354.12
36,073,Orleans,03,Construction,1997,77,288,29436,8465190,566.07
36,073,Orleans,04,Manufacturing,1997,50,1832,28675,52520641,551.44
36,073,Orleans,05,Transportation & Public Utilities,1997,47,327,30741,10042044,591.17
36,073,Orleans,06,Wholesale Trade,1997,33,223,24927,5560831,479.37
36,073,Orleans,07,Retail Trade,1997,193,1911,11010,21038076,211.74
36,073,Orleans,08,"Finance,  Insurance & Real Estate",1997,41,523,24052,12579297,462.54
36,073,Orleans,09,Services,1997,231,3592,24387,87606644,468.98
36,073,Orleans,10,Public Administration,1997,31,2145,31964,68553175,614.70
36,073,Orleans,00,All Industries,1996,779,11488,23285,267489655,447.79
36,073,Orleans,01,"Agriculture, Mining & Unclassified",1996,66,575,18225,10479496,350.48
36,073,Orleans,03,Construction,1996,83,268,27869,7473661,535.95
36,073,Orleans,04,Manufacturing,1996,49,2080,26520,55152139,509.99
36,073,Orleans,05,Transportation & Public Utilities,1996,46,320,29684,9489066,570.85
36,073,Orleans,06,Wholesale Trade,1996,35,246,22758,5594714,437.66
36,073,Orleans,07,Retail Trade,1996,199,1936,10721,20758697,206.17
36,073,Orleans,08,"Finance,  Insurance & Real Estate",1996,41,522,24095,12575611,463.37
36,073,Orleans,09,Services,1996,230,3390,23482,79614985,451.58
36,073,Orleans,10,Public Administration,1996,30,2151,30854,66351286,593.34
36,073,Orleans,00,All Industries,1995,778,11996,23538,282359488,452.66
36,073,Orleans,01,"Agriculture, Mining & Unclassified",1995,70,662,16939,11209126,325.74
36,073,Orleans,03,Construction,1995,84,272,26579,7240603,511.14
36,073,Orleans,04,Manufacturing,1995,45,2376,27838,66154092,535.34
36,073,Orleans,05,Transportation & Public Utilities,1995,44,314,28148,8824546,541.32
36,073,Orleans,06,Wholesale Trade,1995,34,243,21163,5133874,406.99
36,073,Orleans,07,Retail Trade,1995,196,1960,10548,20674648,202.85
36,073,Orleans,08,"Finance,  Insurance & Real Estate",1995,43,440,23489,10329148,451.71
36,073,Orleans,09,Services,1995,231,3476,24244,84266683,466.22
36,073,Orleans,10,Public Administration,1995,31,2254,30408,68526768,584.77
36,073,Orleans,00,All Industries,1994,764,11745,21904,257253641,421.23
36,073,Orleans,01,"Agriculture, Mining & Unclassified",1994,68,673,16489,11091458,317.09
36,073,Orleans,03,Construction,1994,80,262,24526,6413440,471.65
36,073,Orleans,04,Manufacturing,1994,45,2339,22530,52692959,433.26
36,073,Orleans,05,Transportation & Public Utilities,1994,42,288,30791,8852445,592.14
36,073,Orleans,06,Wholesale Trade,1994,35,233,21808,5083011,419.38
36,073,Orleans,07,Retail Trade,1994,202,1872,10200,19095226,196.16
36,073,Orleans,08,"Finance,  Insurance & Real Estate",1994,44,402,23305,9364904,448.18
36,073,Orleans,09,Services,1994,217,3433,22567,77465597,433.98
36,073,Orleans,10,Public Administration,1994,31,2244,29939,67194601,575.74
36,073,Orleans,00,All Industries,1993,751,11502,21394,246082422,411.43
36,073,Orleans,01,"Agriculture, Mining & Unclassified",1993,71,673,14844,9994015,285.47
36,073,Orleans,03,Construction,1993,73,253,24312,6152864,467.53
36,073,Orleans,04,Manufacturing,1993,45,2191,23094,50596708,444.11
36,073,Orleans,05,Transportation & Public Utilities,1993,38,285,30041,8561754,577.72
36,073,Orleans,06,Wholesale Trade,1993,34,233,22636,5264664,435.30
36,073,Orleans,07,Retail Trade,1993,197,1914,9821,18792938,188.87
36,073,Orleans,08,"Finance,  Insurance & Real Estate",1993,43,417,22530,9402594,433.27
36,073,Orleans,09,Services,1993,219,3354,22378,75060978,430.34
36,073,Orleans,10,Public Administration,1993,31,2182,28528,62255907,548.62
36,073,Orleans,00,All Industries,1992,733,11530,20293,233991419,390.26
36,073,Orleans,01,"Agriculture, Mining & Unclassified",1992,60,669,14413,9638425,277.17
36,073,Orleans,03,Construction,1992,81,240,23186,5555045,445.89
36,073,Orleans,04,Manufacturing,1992,44,2403,22104,53103823,425.07
36,073,Orleans,05,Transportation & Public Utilities,1992,35,279,29072,8101469,559.08
36,073,Orleans,06,Wholesale Trade,1992,29,227,21603,4903845,415.44
36,073,Orleans,07,Retail Trade,1992,197,1937,9559,18517923,183.83
36,073,Orleans,08,"Finance,  Insurance & Real Estate",1992,45,435,21406,9316862,411.65
36,073,Orleans,09,Services,1992,212,3248,21264,69060099,408.92
36,073,Orleans,10,Public Administration,1992,30,2094,26648,55793928,512.46
36,073,Orleans,00,All Industries,1991,733,11566,19741,228325406,379.63
36,073,Orleans,01,"Agriculture, Mining & Unclassified",1991,59,610,13845,8450368,266.26
36,073,Orleans,03,Construction,1991,84,251,22423,5637443,431.21
36,073,Orleans,04,Manufacturing,1991,44,2593,21355,55364242,410.67
36,073,Orleans,05,Transportation & Public Utilities,1991,34,290,29058,8431628,558.81
36,073,Orleans,06,Wholesale Trade,1991,33,243,21054,5123162,404.89
36,073,Orleans,07,Retail Trade,1991,194,1944,9345,18167284,179.71
36,073,Orleans,08,"Finance,  Insurance & Real Estate",1991,46,457,20194,9226904,388.34
36,073,Orleans,09,Services,1991,209,3201,21167,67764693,407.06
36,073,Orleans,10,Public Administration,1991,30,1976,25387,50159682,488.20
36,073,Orleans,00,All Industries,1990,699,11151,18787,209503870,361.29
36,073,Orleans,01,"Agriculture, Mining & Unclassified",1990,59,552,13890,7670902,267.12
36,073,Orleans,03,Construction,1990,90,276,21468,5928766,412.85
36,073,Orleans,04,Manufacturing,1990,44,2285,20937,47832005,402.63
36,073,Orleans,05,Transportation & Public Utilities,1990,33,319,26686,8501773,513.20
36,073,Orleans,06,Wholesale Trade,1990,34,282,19661,5544306,378.09
36,073,Orleans,07,Retail Trade,1990,181,1980,8619,17066371,165.74
36,073,Orleans,08,"Finance,  Insurance & Real Estate",1990,44,504,19392,9770398,372.93
36,073,Orleans,09,Services,1990,184,3026,19408,58722850,373.23
36,073,Orleans,10,Public Administration,1990,30,1928,25138,48466499,483.43
36,073,Orleans,00,All Industries,1989,681,11093,17882,198366603,343.88
36,073,Orleans,01,"Agriculture, Mining & Unclassified",1989,61,554,13140,7272721,252.68
36,073,Orleans,03,Construction,1989,77,264,20265,5343129,389.71
36,073,Orleans,04,Manufacturing,1989,46,2530,19921,50389524,383.09
36,073,Orleans,05,Transportation & Public Utilities,1989,29,299,26056,7784280,501.08
36,073,Orleans,06,Wholesale Trade,1989,31,378,18983,7175622,365.06
36,073,Orleans,07,Retail Trade,1989,180,1947,8386,16329852,161.27
36,073,Orleans,08,"Finance,  Insurance & Real Estate",1989,44,469,17176,8048569,330.32
36,073,Orleans,09,Services,1989,183,2862,18444,52781046,354.70
36,073,Orleans,10,Public Administration,1989,30,1792,24128,43241860,464.00
36,073,Orleans,00,All Industries,1988,680,11186,16905,189086718,325.09
36,073,Orleans,01,"Agriculture, Mining & Unclassified",1988,60,549,11636,6391292,223.78
36,073,Orleans,03,Construction,1988,78,291,19087,5554198,367.05
36,073,Orleans,04,Manufacturing,1988,47,2751,18627,51236363,358.21
