Area Type, Area, Area Name, Standard Occupational Code, Occupational Title, Employment,Mean Wage, Median Wage, Entry Wage, Experienced Wage                                                                                                                                                                                                                                             
10,4,Hudson Valley,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",470,80578,79306,57071,92332
10,4,Hudson Valley,49-3043,Rail Car Repairers,,69372,68372,63108,72503
10,4,Hudson Valley,49-3051,Motorboat Mechanics and Service Technicians,,61228,61126,46765,68459
10,4,Hudson Valley,49-3052,Motorcycle Mechanics,,54022,50219,38838,61615
10,4,Hudson Valley,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,180,53640,49125,40663,60128
10,4,Hudson Valley,49-3091,Bicycle Repairers,,42293,42670,31292,47793
10,4,Hudson Valley,49-3093,Tire Repairers and Changers,260,46408,45960,37198,51014
10,4,Hudson Valley,49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",500,95853,98136,62708,112426
10,4,Hudson Valley,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",3160,70033,66070,49134,80484
10,4,Hudson Valley,49-9031,Home Appliance Repairers,,56723,55447,39686,65241
10,4,Hudson Valley,49-9041,Industrial Machinery Mechanics,1130,73166,67002,50755,84373
10,4,Hudson Valley,49-9043,"Maintenance Workers, Machinery",360,65610,61447,49652,73589
10,4,Hudson Valley,49-9044,Millwrights,,93029,79871,66888,106100
10,4,Hudson Valley,49-9051,Electrical Power-Line Installers and Repairers,670,123975,132137,94515,138705
10,4,Hudson Valley,49-9052,Telecommunications Line Installers and Repairers,960,91164,107102,61810,105842
10,4,Hudson Valley,49-9062,Medical Equipment Repairers,310,64021,61657,41000,75531
10,4,Hudson Valley,49-9063,Musical Instrument Repairers and Tuners,,66430,65710,46074,76608
10,4,Hudson Valley,49-9069,"Precision Instrument and Equipment Repairers, All Other",,59035,56879,55470,60817
10,4,Hudson Valley,49-9071,"Maintenance and Repair Workers, General",14020,59232,54705,39485,69105
10,4,Hudson Valley,49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",210,56368,51314,40762,64170
10,4,Hudson Valley,49-9094,Locksmiths and Safe Repairers,110,61133,61096,41687,70856
10,4,Hudson Valley,49-9096,Riggers,,89873,90752,62062,103779
10,4,Hudson Valley,49-9098,"Helpers--Installation, Maintenance, and Repair Workers",680,49090,46911,37750,54759
10,4,Hudson Valley,49-9099,"Installation, Maintenance, and Repair Workers, All Other",590,59964,58474,44383,67755
10,4,Hudson Valley,51-0000,Production Occupations,28130,52067,46014,34773,60714
10,4,Hudson Valley,51-1011,First-Line Supervisors of Production and Operating Workers,1940,84398,80706,55011,99093
10,4,Hudson Valley,51-2028,"Electrical, electronic, and electromechanical assemblers, except coil winders, tapers, and finishers?(OES-specific code and title)",820,46326,44358,35393,51792
10,4,Hudson Valley,51-2041,Structural Metal Fabricators and Fitters,190,52971,49777,42605,58153
10,4,Hudson Valley,51-2090,Miscellaneous Assemblers and Fabricators,2840,45078,41829,34253,50490
10,4,Hudson Valley,51-3011,Bakers,1860,40980,37059,34117,44411
10,4,Hudson Valley,51-3021,Butchers and Meat Cutters,700,50460,48026,36932,57224
10,4,Hudson Valley,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",410,36523,31347,31200,39477
10,4,Hudson Valley,51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",,44861,42348,36687,48949
10,4,Hudson Valley,51-3092,Food Batchmakers,960,39392,36570,32374,42901
10,4,Hudson Valley,51-3093,Food Cooking Machine Operators and Tenders,280,51235,47465,43393,55156
10,4,Hudson Valley,51-3099,"Food Processing Workers, All Other",,43392,43307,37740,46219
10,4,Hudson Valley,51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",150,48700,47827,34633,55734
10,4,Hudson Valley,51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",100,58233,62443,38731,67985
10,4,Hudson Valley,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",340,46459,41058,35506,51935
10,4,Hudson Valley,51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",130,49314,46944,39649,54146
10,4,Hudson Valley,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",,62482,53698,45666,70890
10,4,Hudson Valley,51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",,56792,55124,44420,62977
10,4,Hudson Valley,51-4041,Machinists,710,54422,51775,34260,64503
10,4,Hudson Valley,51-4051,Metal-Refining Furnace Operators and Tenders,,67136,60237,51308,75050
10,4,Hudson Valley,51-4071,Foundry Mold and Coremakers,,49739,46941,41644,53786
10,4,Hudson Valley,51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",300,43919,44799,35426,48167
10,4,Hudson Valley,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",210,50032,48460,36584,56756
10,4,Hudson Valley,51-4111,Tool and Die Makers,,72064,71239,47079,84556
10,4,Hudson Valley,51-4121,"Welders, Cutters, Solderers, and Brazers",740,68781,59941,48033,79156
10,4,Hudson Valley,51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",,49852,46364,38904,55325
10,4,Hudson Valley,51-4193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",150,42271,36317,36206,45304
10,4,Hudson Valley,51-5111,Prepress Technician and Workers,,50225,46624,36279,57198
10,4,Hudson Valley,51-5112,Printing Press Operators,460,48270,46009,36291,54260
10,4,Hudson Valley,51-6011,Laundry and Dry-Cleaning Workers,1570,37405,36214,33062,39577
10,4,Hudson Valley,51-6021,"Pressers, Textile, Garment, and Related Materials",670,37033,34451,33185,38958
10,4,Hudson Valley,51-6031,Sewing Machine Operators,390,42498,38536,34325,46585
10,4,Hudson Valley,51-6052,"Tailors, Dressmakers, and Custom Sewers",200,41006,35854,34517,44250
10,4,Hudson Valley,51-6093,Upholsterers,,59166,46789,35930,70786
10,4,Hudson Valley,51-6099,"Textile, Apparel, and Furnishings Workers, All Other",,57283,58501,36535,67657
10,4,Hudson Valley,51-7011,Cabinetmakers and Bench Carpenters,500,55235,51264,38872,63418
10,4,Hudson Valley,51-7021,Furniture Finishers,,49331,40714,34541,56726
10,4,Hudson Valley,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",,47397,47072,38016,52087
10,4,Hudson Valley,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",130,46503,45183,38090,50709
10,4,Hudson Valley,51-8013,Power Plant Operators,210,124968,135685,91248,141828
10,4,Hudson Valley,51-8021,Stationary Engineers and Boiler Operators,350,84637,79654,58317,97797
10,4,Hudson Valley,51-8031,Water and Wastewater Treatment Plant and System Operators,770,73324,74381,52883,83545
10,4,Hudson Valley,51-8092,Gas Plant Operators,,104500,108357,89663,111920
10,4,Hudson Valley,51-8099,"Plant and System Operators, All Other",,85423,80130,74075,91098
10,4,Hudson Valley,51-9011,Chemical Equipment Operators and Tenders,400,56948,59053,41430,64707
10,4,Hudson Valley,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",200,57922,55416,41319,66223
10,4,Hudson Valley,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",,50372,48080,39597,55760
10,4,Hudson Valley,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",450,53958,50570,39515,61179
10,4,Hudson Valley,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",130,49258,46110,38250,54762
10,4,Hudson Valley,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",290,45190,43788,36824,49374
10,4,Hudson Valley,51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",,51728,48520,41029,57079
10,4,Hudson Valley,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",1850,54136,49161,36146,63130
10,4,Hudson Valley,51-9071,Jewelers and Precious Stone and Metal Workers,210,61194,59433,39998,71792
10,4,Hudson Valley,51-9081,Dental Laboratory Technicians,200,60728,57537,42962,69612
10,4,Hudson Valley,51-9082,Medical Appliance Technicians,,52697,56020,40211,58940
10,4,Hudson Valley,51-9111,Packaging and Filling Machine Operators and Tenders,1850,42384,37977,32142,47503
10,4,Hudson Valley,51-9123,"Painting, Coating, and Decorating Workers",,61680,64667,42072,71484
10,4,Hudson Valley,51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",380,57287,49486,39384,66239
10,4,Hudson Valley,51-9161,Computer Numerically Controlled Tool Operators,430,55043,50442,42973,61078
10,4,Hudson Valley,51-9162,Computer Numerically Controlled Tool Programmers,,76825,79314,58118,86178
10,4,Hudson Valley,51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",,46929,38724,35061,52863
10,4,Hudson Valley,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",120,59324,58929,43579,67197
10,4,Hudson Valley,51-9196,"Paper Goods Machine Setters, Operators, and Tenders",470,46603,45189,36845,51482
10,4,Hudson Valley,51-9198,Helpers--Production Workers,470,42043,40521,33603,46264
10,4,Hudson Valley,51-9199,"Production Workers, All Other",290,47530,41679,35710,53441
10,4,Hudson Valley,53-0000,Transportation and Material Moving Occupations,64510,51105,45442,36194,58561
10,4,Hudson Valley,53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",2920,74895,72887,51215,86735
10,4,Hudson Valley,53-2011,"Airline Pilots, Copilots, and Flight Engineers",,227189,225245,128380,276593
10,4,Hudson Valley,53-2012,Commercial Pilots,190,194708,169943,101492,241316
10,4,Hudson Valley,53-2021,Air Traffic Controllers,,105115,101365,73482,120932
10,4,Hudson Valley,53-2022,Airfield Operations Specialists,,67390,72283,39796,81186
10,4,Hudson Valley,53-2031,Flight Attendants,,125306,139615,75940,149990
10,4,Hudson Valley,53-3031,Driver/Sales Workers,2350,46570,43524,36023,51844
10,4,Hudson Valley,53-3032,Heavy and Tractor-Trailer Truck Drivers,7880,66216,62617,49049,74799
10,4,Hudson Valley,53-3033,Light Truck or Delivery Services Drivers,6370,51458,47228,37141,58616
10,4,Hudson Valley,53-3051,"Bus Drivers, School",4930,57698,57600,46899,63098
10,4,Hudson Valley,53-3052,"Bus Drivers, Transit and Intercity",1060,61153,67837,46762,68349
10,4,Hudson Valley,53-3053,Shuttle Drivers and Chauffeurs,2340,46980,44393,36598,52170
10,4,Hudson Valley,53-3054,Taxi Drivers,160,37267,36574,34867,38467
10,4,Hudson Valley,53-3099,"Motor Vehicle Operators, All Other",200,51827,45220,36693,59393
10,4,Hudson Valley,53-5011,Sailors and Marine Oilers,,59641,62013,44720,67102
10,4,Hudson Valley,53-5021,"Captains, Mates, and Pilots of Water Vessels",,82039,71454,51990,97063
10,4,Hudson Valley,53-6021,Parking Lot Attendants,510,39994,37709,33249,43366
10,4,Hudson Valley,53-6031,Automotive and Watercraft Service Attendants,540,37405,36634,32536,39838
10,4,Hudson Valley,53-6041,Traffic Technicians,,66498,67875,49014,75241
10,4,Hudson Valley,53-6051,Transportation Inspectors,,73761,65698,52595,84345
10,4,Hudson Valley,53-7011,Conveyor Operators and Tenders,,49063,44816,42920,52134
10,4,Hudson Valley,53-7021,Crane and Tower Operators,100,177684,143954,92616,220217
10,4,Hudson Valley,53-7051,Industrial Truck and Tractor Operators,1740,51509,49265,38004,58260
10,4,Hudson Valley,53-7061,Cleaners of Vehicles and Equipment,1960,41318,38798,34991,44481
10,4,Hudson Valley,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",10500,44815,41054,36334,49055
10,4,Hudson Valley,53-7063,Machine Feeders and Offbearers,,47294,47911,36972,52455
10,4,Hudson Valley,53-7064,"Packers and Packagers, Hand",2410,39224,37645,33646,42013
10,4,Hudson Valley,53-7065,Stockers and Order Fillers,16820,42320,39318,34604,46177
10,4,Hudson Valley,53-7081,Refuse and Recyclable Material Collectors,610,59282,57537,38110,69868
10,5,Long Island,00-0000,"Total, All Occupations",1285020,76954,57031,37456,96704
10,5,Long Island,11-0000,Management Occupations,72010,170134,141770,81338,214532
10,5,Long Island,11-1011,Chief Executives,770,330198,218134,140262,425166
10,5,Long Island,11-1021,General and Operations Managers,30330,159488,122937,70527,203969
10,5,Long Island,11-1031,Legislators,190,104290,107335,59040,126915
10,5,Long Island,11-2011,Advertising and Promotions Managers,100,182063,177409,120343,212924
10,5,Long Island,11-2021,Marketing Managers,3930,182031,172217,99978,223056
10,5,Long Island,11-2022,Sales Managers,3050,218150,187853,117072,268688
10,5,Long Island,11-2032,Public Relations Managers,320,222113,179241,122996,271671
10,5,Long Island,11-2033,Fundraising Managers,270,171502,165204,112083,201211
10,5,Long Island,11-3012,Administrative Services Managers,1900,130079,118586,64497,162871
10,5,Long Island,11-3013,Facilities Managers,1090,140653,133330,90593,165684
10,5,Long Island,11-3021,Computer and Information Systems Managers,3140,206720,187662,135802,242178
10,5,Long Island,11-3031,Financial Managers,5310,224163,190956,124122,274183
10,5,Long Island,11-3051,Industrial Production Managers,1210,149476,135361,92267,178080
10,5,Long Island,11-3061,Purchasing Managers,540,178171,172152,113450,210531
10,5,Long Island,11-3071,"Transportation, Storage, and Distribution Managers",880,140395,129262,87382,166901
10,5,Long Island,11-3111,Compensation and Benefits Managers,190,221739,180140,124211,270502
10,5,Long Island,11-3121,Human Resources Managers,1190,188208,171712,114982,224821
10,5,Long Island,11-3131,Training and Development Managers,220,165942,155050,104778,196522
10,5,Long Island,11-9021,Construction Managers,960,153509,143875,92037,184244
10,5,Long Island,11-9031,"Education Administrators, Preschool and Childcare Center/Program",580,96597,86400,53767,118012
10,5,Long Island,11-9032,"Education Administrators, Elementary and Secondary School",3150,167625,172469,124778,189049
10,5,Long Island,11-9033,"Education Administrators, Postsecondary",650,193346,172195,112223,233908
10,5,Long Island,11-9039,"Education Administrators, All Other",200,120831,111510,69535,146479
10,5,Long Island,11-9041,Architectural and Engineering Managers,750,198435,184728,140590,227357
10,5,Long Island,11-9051,Food Service Managers,2400,92263,81026,63293,106749
10,5,Long Island,11-9072,"Entertainment and Recreation Managers, Except Gambling",110,86960,66817,66444,97217
10,5,Long Island,11-9081,Lodging Managers,360,105268,81000,66313,124745
10,5,Long Island,11-9111,Medical and Health Services Managers,4190,197713,164352,109850,241644
10,5,Long Island,11-9121,Natural Sciences Managers,340,192578,171382,101950,237891
10,5,Long Island,11-9131,Postmasters and Mail Superintendents,150,97756,97026,87453,102908
10,5,Long Island,11-9141,"Property, Real Estate, and Community Association Managers",910,123282,105832,67124,151362
10,5,Long Island,11-9151,Social and Community Service Managers,1290,108302,101725,73309,125798
10,5,Long Island,11-9161,Emergency Management Directors,,120000,124471,74730,142635
10,5,Long Island,11-9171,Funeral Home Managers,120,104338,87300,67721,122646
10,5,Long Island,11-9179,"Personal Service Managers, All Other",,100510,101288,70197,115665
10,5,Long Island,11-9199,"Managers, All Other",1130,176167,162562,96600,215952
10,5,Long Island,13-0000,Business and Financial Operations Occupations,72200,106143,91252,60070,129180
10,5,Long Island,13-1020,Buyers and Purchasing Agents,3730,83828,77472,55133,98175
10,5,Long Island,13-1031,"Claims Adjusters, Examiners, and Investigators",3150,92167,84768,64962,105768
10,5,Long Island,13-1032,"Insurance Appraisers, Auto Damage",140,103156,103116,77423,116023
10,5,Long Island,13-1041,Compliance Officers,2400,92297,85172,60293,108298
10,5,Long Island,13-1051,Cost Estimators,1910,94244,83427,57751,112491
10,5,Long Island,13-1071,Human Resources Specialists,5490,87153,80563,54588,103436
10,5,Long Island,13-1075,Labor Relations Specialists,910,107655,107750,60341,131312
10,5,Long Island,13-1081,Logisticians,870,101923,93008,63357,121206
10,5,Long Island,13-1082,Project Management Specialists,8000,117925,107187,68604,142585
10,5,Long Island,13-1111,Management Analysts,4500,118379,103818,62782,146178
10,5,Long Island,13-1121,"Meeting, Convention, and Event Planners",940,88323,76941,50341,107314
10,5,Long Island,13-1131,Fundraisers,870,89139,79534,52618,107399
10,5,Long Island,13-1141,"Compensation, Benefits, and Job Analysis Specialists",680,98438,89101,64513,115400
10,5,Long Island,13-1151,Training and Development Specialists,2330,80568,75827,46643,97532
10,5,Long Island,13-1161,Market Research Analysts and Marketing Specialists,6450,92884,83258,56376,111138
10,5,Long Island,13-1199,"Business Operations Specialists, All Other",3370,91670,83363,52897,111056
10,5,Long Island,13-2011,Accountants and Auditors,14190,114399,101227,68060,137569
10,5,Long Island,13-2020,Appraisers and Assessors of Real Estate,490,91279,79817,54662,109587
10,5,Long Island,13-2031,Budget Analysts,310,112391,104781,76712,130230
10,5,Long Island,13-2041,Credit Analysts,410,118731,103902,67112,144541
10,5,Long Island,13-2051,Financial Analysts,2220,135534,117754,79469,163565
10,5,Long Island,13-2052,Personal Financial Advisors,1740,214683,153634,78653,282698
10,5,Long Island,13-2053,Insurance Underwriters,1520,102189,101486,57443,124563
10,5,Long Island,13-2054,Financial Risk Specialists,450,138402,127506,77561,168822
10,5,Long Island,13-2061,Financial Examiners,620,107978,98995,67077,128428
10,5,Long Island,13-2071,Credit Counselors,120,69806,61944,50775,79322
10,5,Long Island,13-2072,Loan Officers,1990,130160,102140,57670,166406
10,5,Long Island,13-2081,"Tax Examiners and Collectors, and Revenue Agents",1020,71830,67070,51433,82028
10,5,Long Island,13-2082,Tax Preparers,780,74475,66846,45868,88778
10,5,Long Island,13-2099,"Financial Specialists, All Other",520,119962,85479,61018,149434
