County,County MAPSYM,MAPSYM,MUKEY,Default Mineral Soil Group,Multiple MSG Flag,Flag - MSG Values,Flag - Fields,Capability Class (FM5 CAP),Soil Temp. Regime,Soil Modifier,Soil Slope,Soil Name,Drainage,Modifier,Texture,Flooding,Lime,Rotation,Corn Yield (ton/acre),Hay Yield (ton/acre),Change,TDN (ton/acre),Index (TDN)
Nassau,NY059_HKA,HkA,3028688,9,,,,8E,,,"""00-03""",HOOKSAN SAND,,,,,,,0,0,,0,0
Nassau,NY059_HKB,HkB,3028689,9,,,,8E,,,"""03-08""",HOOKSAN SAND,,,,,,,0,0,,0,0
Nassau,NY059_HKR,HkR,3028690,9,,,,8E,,,"""08-15""",HOOKSAN SAND,,,,,,,0,0,,0,0
Nassau,NY059_HU,HU,3028691,9,,,,8E,,,"""00-08""",HOOKSAN-URBAN,,,,,,,0,0,,0,0
Nassau,NY059_HVU,HVU,3028692,9,,,,8E,,,"""00-08""",HOOKSAN-VERRAZANO-URBAN,,,,,,,0,0,,0,0
Nassau,NY059_IP,Ip,292912,6,Yes,610,Soil Modifier,8W,Mesic,Drained-Very Frequently Flooded,"""00-02""",IPSWICH,Bog,,Muck/Peat,Usually,Requires lime additions within every rotation,5,9,1.625,,1.31,28.77
Nassau,NY059_MC,Mc,292914,6,Yes,610,Soil Modifier,8W,Mesic,Drained-Very Frequently Flooded,"""00-02""",MATUNUCK,Bog,,Muck/Peat,Usually,Requires lime additions within every rotation,5,11.25,1.625,,1.53,33.73
Nassau,NY059_MKA,MkA,292919,2,,,,1,Mesic,,"""00-03""",MONTAUK,Well Drained to Moderately Well Drained,,,,Requires lime additions within every rotation,7,17.71,3.35,,2.98,65.68
Nassau,NY059_MKB,MkB,292920,3,,,,2E,Mesic,,"""03-08""",MONTAUK,Well Drained to Moderately Well Drained,,,,Requires lime additions within every rotation,10,34.96,6.7,,5.17,113.9
Nassau,NY059_MKC,MkC,2937922,5,,,,3E,Mesic,,"""08-15""",MONTAUK,Well Drained to Moderately Well Drained,,,,Requires lime additions within every rotation,3,15,2.64,,1.82,40.18
Nassau,NY059_MKD,MkD,2937923,8,,,,4E,Mesic,,"""15-25""",MONTAUK,Well Drained to Moderately Well Drained,,,,Requires lime additions within every rotation,0,0,0.96,,0.48,10.57
Nassau,NY059_NAG0,Nag0,3225434,10,,,,,,Intertidal,,NAGUNT,,,Sand,,,,0,0,,0,0
Nassau,NY059_NAG2,Nag2,3225435,9,,,,,,0-2m of Standing Water,,NAGUNT,,,Sand,,,,0,0,,0,0
Nassau,NY059_PA,Pa,292921,6,Yes,610,Soil Modifier,8W,Mesic,,"""00-02""",PAWCATUCK,Bog,,Muck/Peat,Usually,Requires lime additions within every rotation,5,11.25,1.625,,1.53,33.73
Nassau,NY059_PG,Pg,292922,9,,,,8S,,RECHARGE,,PITS,,,,,,0,0,0,,0,0
Nassau,NY059_PK,Pk,292923,9,,,,8S,,Sand/ Gravelly,,PITS,,,,,,0,0,0,,0,0
Nassau,NY059_PLB,PlB,292924,6,,,,3S,Mesic,,"""03-08""",PLYMOUTH,Excessively Drained,,Loamy Sand,,Requires lime additions within every rotation,5,9,2.275,Addition to the List,1.47,32.35
Nassau,NY059_PLC,PlC,292925,7,,,,4S,Mesic,,"""08-15""",PLYMOUTH,Excessively Drained,,Loamy Sand,,Requires lime additions within every rotation,4,7.5,1.92,Addition to the List,1.18,25.9
Nassau,NY059_PRD,PrD,292926,8,,,,7S,Mesic,,"""15-35""",PLYMOUTH-RIVERHEAD,Excessively Drained to Well Drained,,Loamy Sand,,Requires lime additions within every rotation,,0,0,,0,0
Nassau,NY059_RDA,RdA,292927,3,,,,2S,Mesic,,"""00-03""",RIVERHEAD,Well Drained,,Sandy Loam,,Requires lime additions within every rotation,7,13.68,3.015,,2.37,52.15
Nassau,NY059_RDB,RdB,292928,4,,,,2S,Mesic,,"""03-08""",RIVERHEAD,Well Drained,,Sandy Loam,,Requires lime additions within every rotation,5,13.5,3.015,,2.1,46.34
Nassau,NY059_RDC,RdC,292929,6,,,,3E,Mesic,,"""08-15""",RIVERHEAD,Well Drained,,Sandy Loam,,Requires lime additions within every rotation,2,12,2.275,,1.39,30.62
Nassau,NY059_RDD,RdD,292930,7,,,,4E,Mesic,,"""15-25""",RIVERHEAD,Well Drained,,Sandy Loam,,Requires lime additions within every rotation,1,10.5,1.92,,1.07,23.66
Nassau,NY059_SAA,SaA,3224634,10,,,,,Mesic,,"""00-02""",Sandyhook,,Muck,Fine Sand,,Requires lime additions within every rotation,,0,0,Addition to the List,0,0
Nassau,NY059_SC,Sc,292931,2,,,,2W,Mesic,,"""00-03""",SCIO,Moderately Well-Drained,,Silty Loam,,Requires lime additions within every rotation,6,17.71,3.35,,2.8,61.57
Nassau,NY059_SDA,SdA,292932,2,,,,2W,Mesic,Till Substratum,"""00-03""",SCIO,Moderately Well-Drained,,Silty Loam,,Requires lime additions within every rotation,6,17.71,3.35,,2.8,61.57
Nassau,NY059_SDB,SdB,292933,4,,,,2E,Mesic,Till Substratum,"""03-08""",SCIO,Moderately Well-Drained,,Silty Loam,,Requires lime additions within every rotation,3,17.25,3.35,,2.21,48.62
Nassau,NY059_SU,Su,292934,4,,,,2W,Mesic,,"""00-03""",SUDBURY,Moderately Well-Drained,,Sandy Loam,,Requires lime additions within every rotation,6,13.5,3.015,,2.22,48.96
Nassau,NY059_SWA,SwA,292913,6,Yes,610,Soil Modifier,7W,Mesic,,"""00-01""",SWANSEA,Bog,,Muck,,Requires lime additions within every rotation,5,11.25,1.625,,1.53,33.73
Nassau,NY059_UA,Ua,292938,9,,,,5W,,Rarely Flooded,,UDIFLUVENTS,,,,,,0,0,0,,0,0
Nassau,NY059_UDA,UdA,292939,9,,,,NA,,,,UDIPSAMMENTS,,,,,,0,0,0,,0,0
Nassau,NY059_UDE,UdE,292940,9,,,,NA,,Steep,,UDIPSAMMENTS,,,,,,0,0,0,,0,0
Nassau,NY059_UE,Ue,292935,9,,,,NA,,Wet Substratum,,UDIPSAMMENTS,,,,,,0,0,0,,0,0
Nassau,NY059_UF,Uf,292936,9,,,,NA,,WASTE SUB,,UDORTHENTS,,,,,,0,0,0,,0,0
Nassau,NY059_UG,Ug,292941,9,,,,8S,,,,URBAN LAND,,,,,,0,0,0,,0,0
Nassau,NY059_UH,Uh,292937,9,,,,8S,,,"""00-03""",URBAN LAND-HEMPSTEAD,Well Drained,,,,,0,0,0,,0,0
Nassau,NY059_UM,Um,292942,9,,,,8S,,,"""00-03""",URBAN LAND-MINEOLA,Moderately Well-Drained,,,,,0,0,0,,0,0
Nassau,NY059_UNB,UnB,292943,9,,,,8S,,,"""03-08""",URBAN LAND-MONTAUK,Well Drained to Moderately Well Drained,,,,,0,0,0,,0,0
Nassau,NY059_UNC,UnC,292944,9,,,,8S,,,"""08-15""",URBAN LAND-MONTAUK,Well Drained to Moderately Well Drained,,,,,0,0,0,,0,0
Nassau,NY059_UPA,UpA,292945,9,,,,8S,,,"""00-03""",URBAN LAND-PLYMOUTH,Excessively Drained,,,,,0,0,0,,0,0
Nassau,NY059_UPB,UpB,292946,9,,,,8S,,,"""03-08""",URBAN LAND-PLYMOUTH,Excessively Drained,,,,,0,0,0,,0,0
Nassau,NY059_UPC,UpC,292947,9,,,,8S,,,"""08-15""",URBAN LAND-PLYMOUTH,Excessively Drained,,,,,0,0,0,,0,0
Nassau,NY059_UPD,UpD,292948,9,,,,8S,,,"""15-25""",URBAN LAND-PLYMOUTH,Excessively Drained,,,,,0,0,0,,0,0
Nassau,NY059_URA,UrA,292949,9,,,,8S,,,"""00-03""",URBAN LAND-RIVERHEAD,Well Drained,,,,,0,0,0,,0,0
Nassau,NY059_URB,UrB,292950,9,,,,8S,,,"""03-08""",URBAN LAND-RIVERHEAD,Well Drained,,,,,0,0,0,,0,0
Nassau,NY059_URC,UrC,292951,9,,,,8S,,,"""08-15""",URBAN LAND-RIVERHEAD,Well Drained,,,,,0,0,0,,0,0
Nassau,NY059_US,Us,292952,9,,,,8S,,,"""00-03""",URBAN LAND-SUDBURY,Moderately Well-Drained,,,,,0,0,0,,0,0
Nassau,NY059_UU,Uu,292953,9,,,,8S,,,"""00-03""",URBAN LAND-UDIPSAMMENT,,,,,,0,0,0,,0,0
Nassau,NY059_UW,Uw,292954,9,,,,8S,,Wet Substratum,,URBAN LAND-UDIPSAMMENT,,,,,,0,0,0,,0,0
Nassau,NY059_WA,Wa,292955,5,,,,3W,Mesic,,"""00-03""",WALLINGTON,Somewhat Poorly Drained to Poorly Drained,,Silty Loam,,Requires lime additions within every rotation,5,12,2.31,,1.78,39.15
Nassau,NY059_WD,Wd,292956,6,,,,3W,Mesic,Coastal Lowland,"""00-03""",WALPOLE,Somewhat Poorly Drained to Poorly Drained,,Sandy Loam,,Requires lime additions within every rotation,5,10.5,1.95,,1.54,33.87
Niagara,NY664_AD,Ad,292958,9,,,,5W,,,,ALLUVIAL LAND,,,,,,0,0,0,,0,0
Niagara,NY664_AF,Af,292959,4,,,,3W,Mesic,,"""00-03""",ALTMAR,Moderately Well-Drained,,Loamy Fine Sand,,Requires lime additions within every rotation,5,13.5,2.68,,2.02,44.49
Niagara,NY664_AM,Am,292960,4,,,,3W,Mesic,,"""00-03""",ALTMAR,Moderately Well-Drained,Gravelly,Fine Sandy Loam,,Requires lime additions within every rotation,5,13.5,2.68,,2.02,44.49
Niagara,NY664_ANA,AnA,292961,5,,,,3W,Mesic,,"""00-03""",APPLETON,Somewhat Well-Drained,Gravelly,,,Requires little lime in the crop rotation,4,13.5,2.64,,1.87,41.23
Niagara,NY664_APA,ApA,292962,5,,,,3W,Mesic,,"""00-03""",APPLETON,Somewhat Well-Drained,,Silty Loam,,Requires little lime in the crop rotation,4,13.5,2.64,,1.87,41.23
Niagara,NY664_ARB,ArB,292963,3,,,,2E,Mesic,,"""00-06""",ARKPORT,Well Drained,,Very Fine Sandy Loam,,Requires lime additions within every rotation,5,15.96,3.685,,2.52,55.45
Niagara,NY664_ARC,ArC,292964,4,,,,3E,Mesic,,"""06-12""",ARKPORT,Well Drained,,Very Fine Sandy Loam,,Requires lime additions within every rotation,4,14.25,3.35,,2.15,47.25
Niagara,NY664_ASA,AsA,292965,2,,,,2S,Mesic,Gravely Substratum,"""00-02""",ARKPORT,Well Drained,,Fine Sandy Loam,,Requires lime additions within every rotation,7,16.17,3.685,,2.82,62.04
Niagara,NY664_ASB,AsB,292966,3,,,,2E,Mesic,Gravely Substratum,"""02-06""",ARKPORT,Well Drained,,Fine Sandy Loam,,Requires lime additions within every rotation,5,15.96,3.685,,2.52,55.45
Niagara,NY664_BOA,BoA,292967,2,,,,2W,Mesic,,"""00-02""",BOMBAY,Moderately Well-Drained,,Fine Sandy Loam,,Requires lime additions within every rotation,5,18.48,3.35,,2.69,59.15
Niagara,NY664_BOB,BoB,292968,2,,,,2E,Mesic,,"""02-06""",BOMBAY,Moderately Well-Drained,,Fine Sandy Loam,,Requires lime additions within every rotation,5,18.48,3.35,,2.69,59.15
Niagara,NY664_BRA,BrA,292969,5,,,,3W,Mesic,,"""00-04""",BROCKPORT,Somewhat Well-Drained,,Silty Loam,,Requires lime additions within every rotation,4,12.75,2.64,,1.81,39.91
Niagara,NY664_CA,Ca,292970,7,,,,3W,Mesic,,"""00-02""",CANANDAIGUA,Poorly Drained to Very Poorly Drained,,Silty Loam,,Requires lime additions within every rotation,3,11.25,1.6,,1.24,27.2
Niagara,NY664_CB,Cb,292971,7,,,,3W,Mesic,,"""00-02""",CANANDAIGUA,Poorly Drained to Very Poorly Drained,,Silty Clay Loam,,Requires lime additions within every rotation,3,11.25,1.6,,1.24,27.2
Niagara,NY664_CCA,CcA,292972,3,,,,2W,Mesic,,"""00-02""",CAYUGA-CAZENOVIA,Well Drained to Moderately Well Drained,,Silty Loam,,Requires little lime in the crop rotation,5,17.48,3.35,,2.59,56.95
Niagara,NY664_CCB,CcB,292973,3,,,,2E,Mesic,,"""02-06""",CAYUGA-CAZENOVIA,Well Drained to Moderately Well Drained,,Silty Loam,,Requires little lime in the crop rotation,4,17.48,3.35,,2.4,52.94
Niagara,NY664_CCC,CcC,292974,5,,,,3E,Mesic,,"""06-12""",CAYUGA-CAZENOVIA,Well Drained to Moderately Well Drained,,Silty Loam,,Requires little lime in the crop rotation,2,15.75,2.97,,1.82,40.04
Niagara,NY664_CEA,CeA,292975,3,,,,2W,Mesic,,"""00-03""",CAZENOVIA,Moderately Well Drained to Well Drained,Gravelly,Silty Loam,,Requires little lime in the crop rotation,5,17.48,3.35,,2.59,56.95
Niagara,NY664_CEB,CeB,292976,3,,,,2E,Mesic,,"""03-08""",CAZENOVIA,Moderately Well Drained to Well Drained,Gravelly,Silty Loam,,Requires little lime in the crop rotation,5,17.48,3.35,,2.59,56.95
Niagara,NY664_CGA,CgA,292977,4,,,,2W,Mesic,Shale Substratum,"""00-03""",CAZENOVIA,Moderately Well Drained to Well Drained,Gravelly,Silty Loam,,Requires little lime in the crop rotation,5,15,3.015,,2.25,49.64
Niagara,NY664_CGB,CgB,292978,4,,,,2E,Mesic,Shale Substratum,"""03-08""",CAZENOVIA,Moderately Well Drained to Well Drained,Gravelly,Silty Loam,,Requires little lime in the crop rotation,5,15,3.015,,2.25,49.64
Niagara,NY664_CH,Ch,292979,7,,,,4W,Mesic,,"""00-02""",CHEEKTOWAGA,Poorly Drained,,Fine Sandy Loam,,Requires lime additions within every rotation,3,10.5,1.6,,1.19,26.21
Niagara,NY664_CLA,ClA,292980,5,,,,3W,Mesic,,"""00-02""",CHURCHVILLE,Somewhat Well-Drained,,Silty Loam,,Requires lime additions within every rotation,4,13.5,2.64,,1.87,41.23
Niagara,NY664_CLB,ClB,292981,5,,,,3W,Mesic,,"""02-06""",CHURCHVILLE,Somewhat Well-Drained,,Silty Loam,,Requires lime additions within every rotation,4,13.5,2.64,,1.87,41.23
Niagara,NY664_CMA,CmA,292982,3,,,,2W,Mesic,,"""00-02""",CLAVERACK,Moderately Well-Drained,,Loamy Fine Sand,,Requires lime additions within every rotation,6,15.2,3.35,,2.49,54.93
Niagara,NY664_CMB,CmB,292983,3,,,,2W,Mesic,,"""02-06""",CLAVERACK,Moderately Well-Drained,,Loamy Fine Sand,,Requires lime additions within every rotation,5,15.2,3.35,,2.36,51.93
Niagara,NY664_CNA,CnA,292984,2,,,,2W,Mesic,,"""00-02""",COLLAMER,Moderately Well-Drained,,Silty Loam,,Requires lime additions within every rotation,5,18.48,3.685,,2.77,61
Niagara,NY664_CNB,CnB,292985,3,,,,2E,Mesic,,"""02-06""",COLLAMER,Moderately Well-Drained,,Silty Loam,,Requires lime additions within every rotation,3,18.24,3.685,,2.38,52.51
Niagara,NY664_COB,CoB,292986,4,,,,2S,Mesic,,"""00-06""",COLONIE,Well Drained to Excessively Well Drained,,Loamy Fine Sand,,Requires lime additions within every rotation,5,13.5,2.68,,2.02,44.49
Niagara,NY664_CS,Cs,292987,4,,,,3W,Mesic,,"""00-02""",COSAD,Somewhat Well-Drained,,Fine Sandy Loam,,Requires lime additions within every rotation,5,13.5,2.68,,2.02,44.49
Niagara,NY664_CU,Cu,292988,9,,,,8S,,,,CUT AND FILL LAND,,,,,,0,0,0,,0,0
Niagara,NY664_DUB,DuB,292989,2,,,,2E,Mesic,,"""02-06""",DUNKIRK,Well Drained,,Silty Loam,,Requires lime additions within every rotation,5,18.48,3.685,,2.77,61
Niagara,NY664_DUC3,DuC3,292990,5,,,,4E,Mesic,Eroded,"""06-12""",DUNKIRK,Well Drained,,Silty Loam,,Requires lime additions within every rotation,3,14.25,2.97,,1.89,41.73
Niagara,NY664_DVD3,DvD3,292991,6,,,,6E,Mesic,Eroded,"""12-20""",DUNKIRK-ARKPORT,Well Drained,,Silty Loam,,Requires lime additions within every rotation,1,12,2.275,,1.26,27.84
Niagara,NY664_ELA,ElA,292992,4,,,,3W,Mesic,,"""00-02""",ELNORA,Moderately Well-Drained,,Loamy Fine Sand,,Requires lime additions within every rotation,5,13.5,2.68,,2.02,44.49
Niagara,NY664_ELB,ElB,292993,4,,,,3W,Mesic,,"""02-06""",ELNORA,Moderately Well-Drained,,Loamy Fine Sand,,Requires lime additions within every rotation,5,13.5,2.68,,2.02,44.49
Niagara,NY664_FAA,FaA,292994,6,,,,3E,Mesic,,"""00-08""",FARMINGTON,Well Drained to Excessively Well Drained,,Silty Loam,,Requires little lime in the crop rotation,5,9.75,1.95,,1.46,32.21
Niagara,NY664_FO,Fo,292995,7,,,,4W,Mesic,,"""00-02""",FONDA,Very Poorly Drained,Muck,Silty Loam,,Requires lime additions within every rotation,3,9,1.28,,0.99,21.76
Niagara,NY664_FR,Fr,292996,6,,,,3W,Mesic,,"""00-03""",FREDON,Somewhat Poorly Drained to Poorly Drained,Gravelly,,,Requires lime additions within every rotation,4,11.25,1.95,,1.49,32.71
Niagara,NY664_GNA,GnA,292998,2,,,,2W,Mesic,,"""00-02""",GALEN,Moderately Well-Drained,,Very Fine Sandy Loam,,Requires lime additions within every rotation,6,16.94,3.35,,2.7,59.53
Niagara,NY664_GNB,GnB,292999,3,,,,2W,Mesic,,"""02-06""",GALEN,Moderately Well-Drained,,Very Fine Sandy Loam,,Requires lime additions within every rotation,5,16.72,3.35,,2.51,55.28
Niagara,NY664_HA,Ha,293000,1,Yes,135,Flooding,1,Mesic,,"""00-03""",HAMLIN,Well Drained,,Silty Loam,Rarely,Requires lime additions within every rotation,7,20.28,4.02,,3.44,75.82
Niagara,NY664_HGA,HgA,293001,2,,,,2W,Mesic,,"""00-03""",HILTON,Moderately Well-Drained,Gravelly,,,Requires little lime in the crop rotation,6,18.48,3.685,,2.95,65.08
Niagara,NY664_HGB,HgB,293002,2,,,,2E,Mesic,,"""03-08""",HILTON,Moderately Well-Drained,Gravelly,,,Requires little lime in the crop rotation,5,18.48,3.685,,2.77,61
Niagara,NY664_HLA,HlA,293003,2,,,,2W,Mesic,,"""00-03""",HILTON,Moderately Well-Drained,,Silty Loam,,Requires little lime in the crop rotation,6,18.48,3.685,,2.95,65.08
Niagara,NY664_HLB,HlB,293004,2,,,,2E,Mesic,,"""03-08""",HILTON,Moderately Well-Drained,,Silty Loam,,Requires little lime in the crop rotation,5,18.48,3.685,,2.77,61
Niagara,NY664_HMA,HmA,293005,3,,,,2W,Mesic,Limestone Substratum,"""00-03""",HILTON-CAYUGA,Moderately Well Drained to Well Drained,,Silty Loam,,Requires little lime in the crop rotation,6,15.96,3.35,,2.59,56.94
Niagara,NY664_HMB,HmB,293006,3,,,,2E,Mesic,Limestone Substratum,"""03-08""",HILTON-CAYUGA,Moderately Well Drained to Well Drained,,Silty Loam,,Requires little lime in the crop rotation,5,15.96,3.35,,2.43,53.6
Niagara,NY664_HOA,HoA,293007,2,,,,2S,Mesic,,"""00-03""",HOWARD,Well Drained to Excessively Well Drained,Gravelly,,,Requires lime additions within every rotation,7,17.71,3.685,,3.03,66.79
Niagara,NY664_HOB,HoB,293008,2,,,,2S,Mesic,,"""03-08""",HOWARD,Well Drained to Excessively Well Drained,Gravelly,,,Requires lime additions within every rotation,6,16.94,3.685,,2.77,61.01
Niagara,NY664_HOC,HoC,293009,5,,,,3E,Mesic,,"""08-15""",HOWARD,Well Drained to Excessively Well Drained,Gravelly,,,Requires lime additions within every rotation,3,13.5,2.97,,1.85,40.74
Niagara,NY664_HSB,HsB,293010,3,,,,2E,Mesic,,"""02-06""",HUDSON,Moderately Well Drained to Well Drained,,Silty Loam,,Requires lime additions within every rotation,4,17.48,3.35,,2.4,52.94
Niagara,NY664_HTC3,HtC3,293011,5,,,,4E,Mesic,Eroded,"""06-12""",HUDSON,Moderately Well Drained to Well Drained,,Silty Clay Loam,,Requires lime additions within every rotation,2,14.25,2.64,,1.63,35.81
Niagara,NY664_HUF3,HuF3,293012,9,,,,7E,Mesic,Eroded,"""20-45""",HUDSON,Moderately Well Drained to Well Drained,,Silty Clay Loam,,Requires lime additions within every rotation,0,0,0,,0,0
Niagara,NY664_LAB,LaB,293014,4,,,,2E,Mesic,,"""00-06""",LAIRDSVILLE,Well Drained to Moderately Well Drained,,Silty Loam,,Requires lime additions within every rotation,5,15,3.015,,2.25,49.64
Niagara,NY664_LC,Lc,293015,6,,,,4W,Mesic,,"""00-03""",LAKEMONT,Poorly Drained,,Silty Clay Loam,,Requires lime additions within every rotation,3,11.25,1.95,,1.36,29.9
Niagara,NY664_LD,Ld,293016,7,,,,4W,Mesic,,"""00-03""",LAMSON,Poorly Drained to Very Poorly Drained,,Very Fine Sandy Loam,,Requires lime additions within every rotation,3,9.75,1.6,,1.15,25.22
Niagara,NY664_LG,Lg,293017,7,,,,4W,Mesic,Gravely Substratum,"""00-03""",LAMSON,Poorly Drained to Very Poorly Drained,,Fine Sandy Loam,,Requires lime additions within every rotation,3,9.75,1.6,,1.15,25.22
Niagara,NY664_LO,Lo,293018,5,,,,3W,Mesic,,"""00-03""",LOCKPORT,Somewhat Well-Drained,,Silty Loam,,Requires lime additions within every rotation,4,12.75,2.64,,1.81,39.91
Niagara,NY664_MA,Ma,293019,7,,,,4W,Mesic,,"""00-03""",MADALIN,Poorly Drained to Very Poorly Drained,,Silty Loam,,Requires lime additions within every rotation,3,10.5,1.6,,1.19,26.21
Niagara,NY664_MD,Md,293020,7,,,,4W,Mesic,Loamy Subsstratum,"""00-03""",MADALIN,Poorly Drained to Very Poorly Drained,,Silty Loam,,Requires lime additions within every rotation,3,10.5,1.6,,1.19,26.21
Niagara,NY664_ME,Me,293021,9,,,,8S,,,,MADE LAND,,,,,,0,0,0,,0,0
Niagara,NY664_MF,Mf,293022,5,,,,3W,Mesic,,"""00-03""",MASSENA,Somewhat Well-Drained,,Fine Sandy Loam,,Requires lime additions within every rotation,4,13.5,2.64,,1.87,41.23
Niagara,NY664_MN,Mn,293023,5,,,,3W,Mesic,,"""00-03""",MINOA,Somewhat Well-Drained,,Very Fine Sandy Loam,,Requires lime additions within every rotation,4,12.75,2.31,,1.71,37.73
Niagara,NY664_MS,Ms,293024,6,Yes,610,"Capability Class,Soil Modifier",4W,Mesic,Drained,"""00-03""",MUCK-SHALLOW,Bog,,Muck,,Requires lime additions within every rotation,5,9,1.625,,1.31,28.77
Niagara,NY664_NAA,NaA,293025,4,,,,3W,Mesic,,"""00-02""",NIAGARA,Somewhat Well-Drained,,Silty Loam,,Requires lime additions within every rotation,4,14.25,3.015,,2.04,45.03
Niagara,NY664_NAB,NaB,293026,4,,,,3W,Mesic,,"""02-06""",NIAGARA,Somewhat Well-Drained,,Silty Loam,,Requires lime additions within every rotation,4,14.25,3.015,,2.04,45.03
Niagara,NY664_ODA,OdA,293027,5,,,,3W,Mesic,,"""00-03""",ODESSA,Somewhat Well-Drained,,Silty Clay Loam,,Requires lime additions within every rotation,4,13.5,2.64,,1.87,41.23
Niagara,NY664_ODB,OdB,293028,5,,,,3W,Mesic,,"""03-08""",ODESSA,Somewhat Well-Drained,,Silty Clay Loam,,Requires lime additions within every rotation,4,13.5,2.64,,1.87,41.23
Niagara,NY664_ONB,OnB,293029,2,,,,2E,Mesic,,"""02-08""",ONTARIO,Well Drained,,,,Requires little lime in the crop rotation,5,18.48,3.685,,2.77,61
Niagara,NY664_ONC,OnC,293030,5,,,,3E,Mesic,,"""08-15""",ONTARIO,Well Drained,,,,Requires little lime in the crop rotation,2,15,2.97,,1.79,39.38
Niagara,NY664_OND3,OnD3,293032,8,,,,6E,Mesic,Eroded,"""15-30""",ONTARIO,Well Drained,,,,Requires little lime in the crop rotation,0,0,1.2,,0.6,13.22
Niagara,NY664_OOA,OoA,293033,2,,,,1,Mesic,Limestone Substratum,"""00-03""",ONTARIO,Well Drained,,,,Requires little lime in the crop rotation,7,16.94,3.35,,2.87,63.31
Niagara,NY664_OOB,OoB,293034,3,,,,2E,Mesic,Limestone Substratum,"""03-08""",ONTARIO,Well Drained,,,,Requires little lime in the crop rotation,5,16.72,3.35,,2.51,55.28
Niagara,NY664_OSA,OsA,293035,5,,,,4S,Mesic,,"""00-03""",OTISVILLE,Excessively Drained,Gravelly,Sandy Loam,,Requires lime additions within every rotation,5,10.5,2.31,,1.63,35.85
Niagara,NY664_OSB,OsB,293036,5,,,,4S,Mesic,,"""03-08""",OTISVILLE,Excessively Drained,Gravelly,Sandy Loam,,Requires lime additions within every rotation,5,10.5,2.31,,1.63,35.85
Niagara,NY664_OVA,OvA,293037,5,,,,3W,Mesic,,"""00-02""",OVID,Somewhat Well-Drained,,Silty Loam,,Requires little lime in the crop rotation,4,13.5,2.64,,1.87,41.23
Niagara,NY664_OVB,OvB,293038,5,,,,3W,Mesic,,"""02-06""",OVID,Somewhat Well-Drained,,Silty Loam,,Requires little lime in the crop rotation,4,13.5,2.64,,1.87,41.23
Niagara,NY664_OWA,OwA,293039,5,,,,3W,Mesic,Limestone Substratum,"""00-03""",OVID,Somewhat Well-Drained,,Silty Loam,,Requires little lime in the crop rotation,4,12,2.31,,1.65,36.41
Niagara,NY664_OWB,OwB,293040,5,,,,3W,Mesic,Limestone Substratum,"""03-08""",OVID,Somewhat Well-Drained,,Silty Loam,,Requires little lime in the crop rotation,4,12,2.31,,1.65,36.41
Niagara,NY664_PSA,PsA,293041,2,,,,2E,Mesic,,"""00-05""",PHELPS,Moderately Well-Drained,Gravelly,,,Requires lime additions within every rotation,5,18.48,3.35,,2.69,59.15
Niagara,NY664_RAA,RaA,293042,5,,,,3W,Mesic,,"""00-02""",RAYNHAM,Somewhat Poorly Drained to Poorly Drained,,Silty Loam,,Requires lime additions within every rotation,4,12,2.31,,1.65,36.41
Niagara,NY664_RAB,RaB,293043,5,,,,3W,Mesic,,"""02-06""",RAYNHAM,Somewhat Poorly Drained to Poorly Drained,,Silty Loam,,Requires lime additions within every rotation,4,12,2.31,,1.65,36.41
Niagara,NY664_RBA,RbA,293044,5,,,,3W,Mesic,,"""00-02""",RHINEBECK,Somewhat Well-Drained,,Silty Loam,,Requires lime additions within every rotation,4,13.5,2.64,,1.87,41.23
Niagara,NY664_RBB,RbB,293045,5,,,,3W,Mesic,,"""02-06""",RHINEBECK,Somewhat Well-Drained,,Silty Loam,,Requires lime additions within every rotation,4,13.5,2.64,,1.87,41.23
Niagara,NY664_RHA,RhA,293047,5,,,,3W,Mesic,Sandy Substratum,"""00-02""",RHINEBECK,Somewhat Well-Drained,,Silty Clay Loam,,Requires lime additions within every rotation,4,13.5,2.64,,1.87,41.23
